#YY,MM,DD,hh,mm,ss,T,HEIGHT
2011,3,12,13,7,0,2,5263.676
2011,3,12,13,6,0,2,5263.677
2011,3,12,13,5,0,2,5263.677
2011,3,12,13,4,0,2,5263.677
2011,3,12,13,3,0,2,5263.676
2011,3,12,13,2,0,2,5263.676
2011,3,12,13,1,0,2,5263.678
2011,3,12,13,0,0,2,5263.67
2011,3,12,13,0,0,1,9999
2011,3,12,12,59,0,2,5263.673
2011,3,12,12,58,0,2,5263.685
2011,3,12,12,57,0,2,5263.686
2011,3,12,12,56,0,2,5263.683
2011,3,12,12,55,0,2,5263.687
2011,3,12,12,54,0,2,5263.686
2011,3,12,12,53,0,2,5263.692
2011,3,12,12,52,0,2,5263.698
2011,3,12,12,51,0,2,5263.695
2011,3,12,12,50,0,2,5263.695
2011,3,12,12,49,0,2,5263.69
2011,3,12,12,48,0,2,5263.686
2011,3,12,12,47,0,2,5263.685
2011,3,12,12,46,0,2,5263.682
2011,3,12,12,45,0,2,5263.68
2011,3,12,12,45,0,1,9999
2011,3,12,12,44,0,2,5263.685
2011,3,12,12,43,0,2,5263.684
2011,3,12,12,42,0,2,5263.681
2011,3,12,12,41,0,2,5263.678
2011,3,12,12,40,0,2,5263.677
2011,3,12,12,39,0,2,5263.683
2011,3,12,12,38,0,2,5263.686
2011,3,12,12,37,0,2,5263.687
2011,3,12,12,36,0,2,5263.692
2011,3,12,12,35,0,2,5263.692
2011,3,12,12,34,0,2,5263.686
2011,3,12,12,33,0,2,5263.683
2011,3,12,12,32,0,2,5263.684
2011,3,12,12,31,0,2,5263.681
2011,3,12,12,30,0,2,5263.675
2011,3,12,12,30,0,1,9999
2011,3,12,12,29,0,2,5263.674
2011,3,12,12,28,0,2,5263.675
2011,3,12,12,27,0,2,5263.677
2011,3,12,12,26,0,2,5263.676
2011,3,12,12,25,0,2,5263.672
2011,3,12,12,24,0,2,5263.68
2011,3,12,12,23,0,2,5263.682
2011,3,12,12,22,0,2,5263.683
2011,3,12,12,21,0,2,5263.689
2011,3,12,12,20,0,2,5263.693
2011,3,12,12,19,0,2,5263.695
2011,3,12,12,18,0,2,5263.691
2011,3,12,12,17,0,2,5263.696
2011,3,12,12,16,0,2,5263.706
2011,3,12,12,15,0,2,5263.698
2011,3,12,12,15,0,1,9999
2011,3,12,12,14,0,2,5263.691
2011,3,12,12,13,0,2,5263.69
2011,3,12,12,12,0,2,5263.691
2011,3,12,12,11,0,2,5263.695
2011,3,12,12,10,0,2,5263.696
2011,3,12,12,9,0,2,5263.699
2011,3,12,12,8,0,2,5263.7
2011,3,12,12,7,0,2,5263.694
2011,3,12,12,6,0,2,5263.693
2011,3,12,12,5,0,2,5263.692
2011,3,12,12,4,0,2,5263.69
2011,3,12,12,3,0,2,5263.691
2011,3,12,12,2,0,2,5263.695
2011,3,12,12,1,0,2,5263.692
2011,3,12,12,0,0,2,5263.685
2011,3,12,12,0,0,1,9999
2011,3,12,11,59,0,2,5263.685
2011,3,12,11,58,0,2,5263.686
2011,3,12,11,57,0,2,5263.694
2011,3,12,11,56,0,2,5263.698
2011,3,12,11,55,0,2,5263.696
2011,3,12,11,54,0,2,5263.698
2011,3,12,11,53,0,2,5263.7
2011,3,12,11,52,0,2,5263.693
2011,3,12,11,51,0,2,5263.691
2011,3,12,11,50,0,2,5263.693
2011,3,12,11,49,0,2,5263.69
2011,3,12,11,48,0,2,5263.687
2011,3,12,11,47,0,2,5263.691
2011,3,12,11,46,0,2,5263.686
2011,3,12,11,45,0,2,5263.679
2011,3,12,11,45,0,1,9999
2011,3,12,11,44,0,2,5263.682
2011,3,12,11,43,0,2,5263.689
2011,3,12,11,42,0,2,5263.697
2011,3,12,11,41,0,2,5263.699
2011,3,12,11,40,0,2,5263.696
2011,3,12,11,39,0,2,5263.701
2011,3,12,11,38,0,2,5263.695
2011,3,12,11,37,0,2,5263.694
2011,3,12,11,36,0,2,5263.692
2011,3,12,11,35,0,2,5263.687
2011,3,12,11,34,0,2,5263.689
2011,3,12,11,33,0,2,5263.691
2011,3,12,11,32,0,2,5263.691
2011,3,12,11,31,0,2,5263.691
2011,3,12,11,30,0,2,5263.696
2011,3,12,11,30,0,1,9999
2011,3,12,11,29,0,2,5263.699
2011,3,12,11,28,0,2,5263.699
2011,3,12,11,27,0,2,5263.695
2011,3,12,11,26,0,2,5263.69
2011,3,12,11,25,0,2,5263.687
2011,3,12,11,24,0,2,5263.687
2011,3,12,11,23,0,2,5263.685
2011,3,12,11,22,0,2,5263.687
2011,3,12,11,21,0,2,5263.678
2011,3,12,11,20,0,2,5263.671
2011,3,12,11,19,0,2,5263.679
2011,3,12,11,18,0,2,5263.679
2011,3,12,11,17,0,2,5263.686
2011,3,12,11,16,0,2,5263.686
2011,3,12,11,15,0,2,5263.687
2011,3,12,11,15,0,1,9999
2011,3,12,11,14,0,2,5263.688
2011,3,12,11,13,0,2,5263.691
2011,3,12,11,12,0,2,5263.695
2011,3,12,11,11,0,2,5263.697
2011,3,12,11,10,0,2,5263.713
2011,3,12,11,9,0,2,5263.722
2011,3,12,11,8,0,2,5263.724
2011,3,12,11,7,0,2,5263.727
2011,3,12,11,6,0,2,5263.723
2011,3,12,11,5,0,2,5263.721
2011,3,12,11,4,0,2,5263.726
2011,3,12,11,3,0,2,5263.727
2011,3,12,11,2,0,2,5263.722
2011,3,12,11,1,0,2,5263.715
2011,3,12,11,0,30,3,5263.711
2011,3,12,11,0,15,3,5263.709
2011,3,12,11,0,0,3,5263.706
2011,3,12,11,0,0,2,5263.71
2011,3,12,11,0,0,1,9999
2011,3,12,10,59,45,3,5263.704
2011,3,12,10,59,30,3,5263.702
2011,3,12,10,59,15,3,5263.701
2011,3,12,10,59,0,3,5263.699
2011,3,12,10,59,0,2,5263.702
2011,3,12,10,58,45,3,5263.697
2011,3,12,10,58,30,3,5263.695
2011,3,12,10,58,15,3,5263.694
2011,3,12,10,58,0,3,5263.696
2011,3,12,10,58,0,2,5263.696
2011,3,12,10,57,45,3,5263.694
2011,3,12,10,57,30,3,5263.696
2011,3,12,10,57,15,3,5263.695
2011,3,12,10,57,0,3,5263.693
2011,3,12,10,57,0,2,5263.695
2011,3,12,10,56,45,3,5263.691
2011,3,12,10,56,0,2,5263.685
2011,3,12,10,55,0,2,5263.674
2011,3,12,10,54,0,2,5263.665
2011,3,12,10,53,0,2,5263.661
2011,3,12,10,52,0,2,5263.662
2011,3,12,10,51,0,2,5263.657
2011,3,12,10,50,0,2,5263.657
2011,3,12,10,49,0,2,5263.655
2011,3,12,10,48,0,2,5263.657
2011,3,12,10,47,0,2,5263.66
2011,3,12,10,46,0,2,5263.664
2011,3,12,10,45,0,2,5263.669
2011,3,12,10,45,0,1,9999
2011,3,12,10,44,0,2,5263.669
2011,3,12,10,43,0,2,5263.666
2011,3,12,10,42,0,2,5263.665
2011,3,12,10,41,0,2,5263.66
2011,3,12,10,40,0,2,5263.652
2011,3,12,10,39,0,2,5263.656
2011,3,12,10,38,0,2,5263.664
2011,3,12,10,37,0,2,5263.667
2011,3,12,10,36,0,2,5263.674
2011,3,12,10,35,0,2,5263.675
2011,3,12,10,34,0,2,5263.663
2011,3,12,10,33,0,2,5263.666
2011,3,12,10,32,0,2,5263.68
2011,3,12,10,31,0,2,5263.676
2011,3,12,10,30,0,2,5263.67
2011,3,12,10,30,0,1,9999
2011,3,12,10,29,0,2,5263.676
2011,3,12,10,28,0,2,5263.678
2011,3,12,10,27,0,2,5263.672
2011,3,12,10,26,0,2,5263.671
2011,3,12,10,25,0,2,5263.667
2011,3,12,10,24,0,2,5263.671
2011,3,12,10,23,0,2,5263.675
2011,3,12,10,22,0,2,5263.67
2011,3,12,10,21,0,2,5263.666
2011,3,12,10,20,0,2,5263.666
2011,3,12,10,19,0,2,5263.662
2011,3,12,10,18,0,2,5263.661
2011,3,12,10,17,0,2,5263.664
2011,3,12,10,16,0,2,5263.67
2011,3,12,10,15,0,2,5263.675
2011,3,12,10,15,0,1,9999
2011,3,12,10,14,0,2,5263.669
2011,3,12,10,13,0,2,5263.662
2011,3,12,10,12,0,2,5263.661
2011,3,12,10,11,0,2,5263.659
2011,3,12,10,10,0,2,5263.655
2011,3,12,10,9,0,2,5263.649
2011,3,12,10,8,0,2,5263.644
2011,3,12,10,7,0,2,5263.645
2011,3,12,10,6,0,2,5263.644
2011,3,12,10,5,0,2,5263.644
2011,3,12,10,4,0,2,5263.645
2011,3,12,10,3,0,2,5263.643
2011,3,12,10,2,0,2,5263.641
2011,3,12,10,1,0,2,5263.644
2011,3,12,10,0,0,2,5263.645
2011,3,12,10,0,0,1,9999
2011,3,12,9,59,0,2,5263.642
2011,3,12,9,58,0,2,5263.641
2011,3,12,9,57,0,2,5263.638
2011,3,12,9,56,0,2,5263.639
2011,3,12,9,55,0,2,5263.642
2011,3,12,9,54,0,2,5263.64
2011,3,12,9,53,0,2,5263.63
2011,3,12,9,52,0,2,5263.63
2011,3,12,9,51,0,2,5263.641
2011,3,12,9,50,0,2,5263.638
2011,3,12,9,49,0,2,5263.635
2011,3,12,9,48,0,2,5263.636
2011,3,12,9,47,0,2,5263.624
2011,3,12,9,46,0,2,5263.62
2011,3,12,9,45,0,2,5263.618
2011,3,12,9,45,0,1,9999
2011,3,12,9,44,0,2,5263.607
2011,3,12,9,43,0,2,5263.602
2011,3,12,9,42,0,2,5263.602
2011,3,12,9,41,0,2,5263.605
2011,3,12,9,40,0,2,5263.61
2011,3,12,9,39,0,2,5263.61
2011,3,12,9,38,0,2,5263.602
2011,3,12,9,37,0,2,5263.601
2011,3,12,9,36,0,2,5263.605
2011,3,12,9,35,0,2,5263.608
2011,3,12,9,34,0,2,5263.602
2011,3,12,9,33,0,2,5263.594
2011,3,12,9,32,0,2,5263.596
2011,3,12,9,31,0,2,5263.6
2011,3,12,9,30,0,2,5263.602
2011,3,12,9,30,0,1,9999
2011,3,12,9,29,0,2,5263.602
2011,3,12,9,28,0,2,5263.604
2011,3,12,9,27,0,2,5263.605
2011,3,12,9,26,0,2,5263.607
2011,3,12,9,25,0,2,5263.606
2011,3,12,9,24,0,2,5263.611
2011,3,12,9,23,0,2,5263.608
2011,3,12,9,22,0,2,5263.604
2011,3,12,9,21,0,2,5263.612
2011,3,12,9,20,0,2,5263.606
2011,3,12,9,19,0,2,5263.594
2011,3,12,9,18,0,2,5263.594
2011,3,12,9,17,0,2,5263.597
2011,3,12,9,16,0,2,5263.598
2011,3,12,9,15,0,2,5263.596
2011,3,12,9,15,0,1,9999
2011,3,12,9,14,0,2,5263.595
2011,3,12,9,13,0,2,5263.594
2011,3,12,9,12,0,2,5263.596
2011,3,12,9,11,0,2,5263.597
2011,3,12,9,10,0,2,5263.598
2011,3,12,9,9,0,2,5263.599
2011,3,12,9,8,0,2,5263.592
2011,3,12,9,7,0,2,5263.589
2011,3,12,9,6,0,2,5263.591
2011,3,12,9,5,0,2,5263.587
2011,3,12,9,4,0,2,5263.573
2011,3,12,9,3,0,2,5263.568
2011,3,12,9,2,0,2,5263.566
2011,3,12,9,1,0,2,5263.559
2011,3,12,9,0,0,2,5263.552
2011,3,12,9,0,0,1,9999
2011,3,12,8,59,0,2,5263.562
2011,3,12,8,58,0,2,5263.57
2011,3,12,8,57,0,2,5263.57
2011,3,12,8,56,0,2,5263.574
2011,3,12,8,55,0,2,5263.575
2011,3,12,8,54,0,2,5263.567
2011,3,12,8,53,0,2,5263.564
2011,3,12,8,52,0,2,5263.564
2011,3,12,8,51,0,2,5263.562
2011,3,12,8,50,0,2,5263.56
2011,3,12,8,49,0,2,5263.562
2011,3,12,8,48,0,2,5263.561
2011,3,12,8,47,0,2,5263.551
2011,3,12,8,46,0,2,5263.553
2011,3,12,8,45,0,2,5263.554
2011,3,12,8,45,0,1,9999
2011,3,12,8,44,0,2,5263.552
2011,3,12,8,43,0,2,5263.551
2011,3,12,8,42,0,2,5263.541
2011,3,12,8,41,0,2,5263.535
2011,3,12,8,40,0,2,5263.534
2011,3,12,8,39,0,2,5263.533
2011,3,12,8,38,0,2,5263.539
2011,3,12,8,37,0,2,5263.538
2011,3,12,8,36,0,2,5263.529
2011,3,12,8,35,0,2,5263.535
2011,3,12,8,34,0,2,5263.536
2011,3,12,8,33,0,2,5263.531
2011,3,12,8,32,0,2,5263.524
2011,3,12,8,31,0,2,5263.511
2011,3,12,8,30,0,2,5263.516
2011,3,12,8,30,0,1,9999
2011,3,12,8,29,0,2,5263.521
2011,3,12,8,28,0,2,5263.514
2011,3,12,8,27,0,2,5263.514
2011,3,12,8,26,0,2,5263.516
2011,3,12,8,25,0,2,5263.505
2011,3,12,8,24,0,2,5263.504
2011,3,12,8,23,0,2,5263.503
2011,3,12,8,22,0,2,5263.497
2011,3,12,8,21,0,2,5263.497
2011,3,12,8,20,0,2,5263.497
2011,3,12,8,19,0,2,5263.495
2011,3,12,8,18,0,2,5263.496
2011,3,12,8,17,0,2,5263.504
2011,3,12,8,16,0,2,5263.503
2011,3,12,8,15,0,2,5263.494
2011,3,12,8,15,0,1,9999
2011,3,12,8,14,0,2,5263.487
2011,3,12,8,13,0,2,5263.483
2011,3,12,8,12,0,2,5263.482
2011,3,12,8,11,0,2,5263.474
2011,3,12,8,10,0,2,5263.468
2011,3,12,8,9,0,2,5263.473
2011,3,12,8,8,0,2,5263.473
2011,3,12,8,7,0,2,5263.464
2011,3,12,8,6,0,2,5263.468
2011,3,12,8,5,0,2,5263.471
2011,3,12,8,4,0,2,5263.468
2011,3,12,8,3,0,2,5263.466
2011,3,12,8,2,0,2,5263.471
2011,3,12,8,1,0,2,5263.465
2011,3,12,8,0,0,2,5263.461
2011,3,12,8,0,0,1,9999
2011,3,12,7,59,0,2,5263.458
2011,3,12,7,58,0,2,5263.449
2011,3,12,7,57,0,2,5263.445
2011,3,12,7,56,0,2,5263.436
2011,3,12,7,55,0,2,5263.43
2011,3,12,7,54,0,2,5263.426
2011,3,12,7,53,0,2,5263.428
2011,3,12,7,52,0,2,5263.436
2011,3,12,7,51,0,2,5263.436
2011,3,12,7,50,0,2,5263.427
2011,3,12,7,49,0,2,5263.431
2011,3,12,7,48,0,2,5263.43
2011,3,12,7,47,0,2,5263.418
2011,3,12,7,46,0,2,5263.422
2011,3,12,7,45,0,2,5263.425
2011,3,12,7,45,0,1,9999
2011,3,12,7,44,0,2,5263.429
2011,3,12,7,43,0,2,5263.426
2011,3,12,7,42,0,2,5263.429
2011,3,12,7,41,0,2,5263.443
2011,3,12,7,40,0,2,5263.439
2011,3,12,7,39,0,2,5263.438
2011,3,12,7,38,0,2,5263.439
2011,3,12,7,37,0,2,5263.431
2011,3,12,7,36,0,2,5263.427
2011,3,12,7,35,0,2,5263.419
2011,3,12,7,34,0,2,5263.409
2011,3,12,7,33,0,2,5263.409
2011,3,12,7,32,0,2,5263.417
2011,3,12,7,31,0,2,5263.421
2011,3,12,7,30,0,2,5263.42
2011,3,12,7,30,0,1,9999
2011,3,12,7,29,0,2,5263.42
2011,3,12,7,28,0,2,5263.413
2011,3,12,7,27,0,2,5263.408
2011,3,12,7,26,0,2,5263.398
2011,3,12,7,25,0,2,5263.396
2011,3,12,7,24,0,2,5263.392
2011,3,12,7,23,0,2,5263.384
2011,3,12,7,22,0,2,5263.379
2011,3,12,7,21,0,2,5263.38
2011,3,12,7,20,0,2,5263.38
2011,3,12,7,19,0,2,5263.38
2011,3,12,7,18,0,2,5263.385
2011,3,12,7,17,0,2,5263.386
2011,3,12,7,16,0,2,5263.382
2011,3,12,7,15,0,2,5263.367
2011,3,12,7,15,0,1,9999
2011,3,12,7,14,0,2,5263.358
2011,3,12,7,13,0,2,5263.362
2011,3,12,7,12,0,2,5263.362
2011,3,12,7,11,0,2,5263.356
2011,3,12,7,10,0,2,5263.35
2011,3,12,7,9,0,2,5263.339
2011,3,12,7,8,0,2,5263.331
2011,3,12,7,7,0,2,5263.337
2011,3,12,7,6,0,2,5263.329
2011,3,12,7,5,0,2,5263.324
2011,3,12,7,4,0,2,5263.321
2011,3,12,7,3,0,2,5263.322
2011,3,12,7,2,0,2,5263.319
2011,3,12,7,1,0,2,5263.321
2011,3,12,7,0,0,2,5263.322
2011,3,12,7,0,0,1,9999
2011,3,12,6,59,0,2,5263.32
2011,3,12,6,58,0,2,5263.328
2011,3,12,6,57,0,2,5263.332
2011,3,12,6,56,0,2,5263.338
2011,3,12,6,55,0,2,5263.335
2011,3,12,6,54,0,2,5263.337
2011,3,12,6,53,0,2,5263.336
2011,3,12,6,52,0,2,5263.332
2011,3,12,6,51,0,2,5263.34
2011,3,12,6,50,0,2,5263.343
2011,3,12,6,49,0,2,5263.342
2011,3,12,6,48,0,2,5263.341
2011,3,12,6,47,0,2,5263.331
2011,3,12,6,46,0,2,5263.317
2011,3,12,6,45,0,2,5263.315
2011,3,12,6,45,0,1,9999
2011,3,12,6,44,0,2,5263.308
2011,3,12,6,43,0,2,5263.308
2011,3,12,6,42,0,2,5263.306
2011,3,12,6,41,0,2,5263.305
2011,3,12,6,40,0,2,5263.312
2011,3,12,6,39,0,2,5263.304
2011,3,12,6,38,0,2,5263.292
2011,3,12,6,37,0,2,5263.292
2011,3,12,6,36,0,2,5263.299
2011,3,12,6,35,0,2,5263.295
2011,3,12,6,34,0,2,5263.289
2011,3,12,6,33,0,2,5263.291
2011,3,12,6,32,0,2,5263.294
2011,3,12,6,31,0,2,5263.287
2011,3,12,6,30,0,2,5263.279
2011,3,12,6,30,0,1,9999
2011,3,12,6,29,0,2,5263.286
2011,3,12,6,28,0,2,5263.29
2011,3,12,6,27,0,2,5263.283
2011,3,12,6,26,0,2,5263.279
2011,3,12,6,25,0,2,5263.279
2011,3,12,6,24,0,2,5263.271
2011,3,12,6,23,0,2,5263.263
2011,3,12,6,22,0,2,5263.264
2011,3,12,6,21,0,2,5263.264
2011,3,12,6,20,0,2,5263.259
2011,3,12,6,19,0,2,5263.254
2011,3,12,6,18,0,2,5263.261
2011,3,12,6,17,0,2,5263.269
2011,3,12,6,16,0,2,5263.262
2011,3,12,6,15,0,2,5263.248
2011,3,12,6,15,0,1,9999
2011,3,12,6,14,0,2,5263.249
2011,3,12,6,13,0,2,5263.246
2011,3,12,6,12,0,2,5263.236
2011,3,12,6,11,0,2,5263.244
2011,3,12,6,10,0,2,5263.249
2011,3,12,6,9,0,2,5263.243
2011,3,12,6,8,0,2,5263.243
2011,3,12,6,7,0,2,5263.251
2011,3,12,6,6,0,2,5263.257
2011,3,12,6,5,0,2,5263.264
2011,3,12,6,4,0,2,5263.262
2011,3,12,6,3,0,2,5263.253
2011,3,12,6,2,0,2,5263.264
2011,3,12,6,1,0,2,5263.269
2011,3,12,6,0,0,2,5263.261
2011,3,12,6,0,0,1,9999
2011,3,12,5,59,0,2,5263.263
2011,3,12,5,58,0,2,5263.263
2011,3,12,5,57,0,2,5263.269
2011,3,12,5,56,0,2,5263.267
2011,3,12,5,55,0,2,5263.263
2011,3,12,5,54,0,2,5263.254
2011,3,12,5,53,0,2,5263.25
2011,3,12,5,52,0,2,5263.247
2011,3,12,5,51,0,2,5263.24
2011,3,12,5,50,0,2,5263.232
2011,3,12,5,49,0,2,5263.225
2011,3,12,5,48,0,2,5263.227
2011,3,12,5,47,0,2,5263.229
2011,3,12,5,46,0,2,5263.217
2011,3,12,5,45,0,2,5263.215
2011,3,12,5,45,0,1,9999
2011,3,12,5,44,0,2,5263.22
2011,3,12,5,43,0,2,5263.217
2011,3,12,5,42,0,2,5263.218
2011,3,12,5,41,0,2,5263.217
2011,3,12,5,40,0,2,5263.211
2011,3,12,5,39,0,2,5263.208
2011,3,12,5,38,0,2,5263.214
2011,3,12,5,37,0,2,5263.214
2011,3,12,5,36,0,2,5263.215
2011,3,12,5,35,0,2,5263.219
2011,3,12,5,34,0,2,5263.216
2011,3,12,5,33,0,2,5263.216
2011,3,12,5,32,0,2,5263.218
2011,3,12,5,31,0,2,5263.219
2011,3,12,5,30,0,2,5263.225
2011,3,12,5,30,0,1,9999
2011,3,12,5,29,0,2,5263.219
2011,3,12,5,28,0,2,5263.208
2011,3,12,5,27,0,2,5263.198
2011,3,12,5,26,0,2,5263.199
2011,3,12,5,25,0,2,5263.196
2011,3,12,5,24,0,2,5263.188
2011,3,12,5,23,0,2,5263.179
2011,3,12,5,22,0,2,5263.178
2011,3,12,5,21,0,2,5263.179
2011,3,12,5,20,0,2,5263.175
2011,3,12,5,19,0,2,5263.172
2011,3,12,5,18,0,2,5263.175
2011,3,12,5,17,0,2,5263.176
2011,3,12,5,16,0,2,5263.174
2011,3,12,5,15,0,2,5263.191
2011,3,12,5,15,0,1,9999
2011,3,12,5,14,0,2,5263.203
2011,3,12,5,13,0,2,5263.205
2011,3,12,5,12,0,2,5263.206
2011,3,12,5,11,0,2,5263.204
2011,3,12,5,10,0,2,5263.204
2011,3,12,5,9,0,2,5263.206
2011,3,12,5,8,0,2,5263.196
2011,3,12,5,7,0,2,5263.198
2011,3,12,5,6,0,2,5263.212
2011,3,12,5,5,0,2,5263.207
2011,3,12,5,4,0,2,5263.191
2011,3,12,5,3,0,2,5263.194
2011,3,12,5,2,0,2,5263.187
2011,3,12,5,1,0,2,5263.174
2011,3,12,5,0,0,2,5263.178
2011,3,12,5,0,0,1,9999
2011,3,12,4,59,0,2,5263.172
2011,3,12,4,58,0,2,5263.171
2011,3,12,4,57,0,2,5263.171
2011,3,12,4,56,0,2,5263.156
2011,3,12,4,55,0,2,5263.161
2011,3,12,4,54,0,2,5263.176
2011,3,12,4,53,0,2,5263.172
2011,3,12,4,52,0,2,5263.171
