#YY,MM,DD,hh,mm,ss,T,HEIGHT
2011,3,12,17,1,0,2,1798.324
2011,3,12,17,0,0,2,1798.326
2011,3,12,17,0,0,1,9999
2011,3,12,16,59,0,2,1798.315
2011,3,12,16,58,0,2,1798.313
2011,3,12,16,57,0,2,1798.307
2011,3,12,16,56,0,2,1798.304
2011,3,12,16,55,0,2,1798.31
2011,3,12,16,54,0,2,1798.303
2011,3,12,16,53,0,2,1798.292
2011,3,12,16,52,0,2,1798.286
2011,3,12,16,51,0,2,1798.285
2011,3,12,16,50,0,2,1798.288
2011,3,12,16,49,0,2,1798.289
2011,3,12,16,48,0,2,1798.287
2011,3,12,16,47,0,2,1798.29
2011,3,12,16,46,0,2,1798.289
2011,3,12,16,45,0,2,1798.28
2011,3,12,16,45,0,1,9999
2011,3,12,16,44,0,2,1798.272
2011,3,12,16,43,0,2,1798.276
2011,3,12,16,42,0,2,1798.275
2011,3,12,16,41,0,2,1798.267
2011,3,12,16,40,0,2,1798.266
2011,3,12,16,39,0,2,1798.262
2011,3,12,16,38,0,2,1798.262
2011,3,12,16,37,0,2,1798.254
2011,3,12,16,36,0,2,1798.25
2011,3,12,16,35,0,2,1798.246
2011,3,12,16,34,0,2,1798.241
2011,3,12,16,33,0,2,1798.24
2011,3,12,16,32,0,2,1798.242
2011,3,12,16,31,0,2,1798.251
2011,3,12,16,30,0,2,1798.259
2011,3,12,16,30,0,1,9999
2011,3,12,16,29,0,2,1798.262
2011,3,12,16,28,0,2,1798.259
2011,3,12,16,27,0,2,1798.253
2011,3,12,16,26,0,2,1798.247
2011,3,12,16,25,0,2,1798.249
2011,3,12,16,24,0,2,1798.258
2011,3,12,16,23,0,2,1798.247
2011,3,12,16,22,0,2,1798.237
2011,3,12,16,21,0,2,1798.238
2011,3,12,16,20,0,2,1798.228
2011,3,12,16,19,0,2,1798.232
2011,3,12,16,18,0,2,1798.236
2011,3,12,16,17,0,2,1798.237
2011,3,12,16,16,0,2,1798.247
2011,3,12,16,15,0,2,1798.245
2011,3,12,16,15,0,1,9999
2011,3,12,16,14,0,2,1798.247
2011,3,12,16,13,0,2,1798.248
2011,3,12,16,12,0,2,1798.249
2011,3,12,16,11,0,2,1798.247
2011,3,12,16,10,0,2,1798.246
2011,3,12,16,9,0,2,1798.233
2011,3,12,16,8,0,2,1798.225
2011,3,12,16,7,0,2,1798.224
2011,3,12,16,6,0,2,1798.222
2011,3,12,16,5,0,2,1798.221
2011,3,12,16,4,0,2,1798.22
2011,3,12,16,3,0,2,1798.231
2011,3,12,16,2,0,2,1798.235
2011,3,12,16,1,0,2,1798.222
2011,3,12,16,0,0,2,1798.231
2011,3,12,16,0,0,1,9999
2011,3,12,15,59,0,2,1798.228
2011,3,12,15,58,0,2,1798.222
2011,3,12,15,57,0,2,1798.212
2011,3,12,15,56,0,2,1798.198
2011,3,12,15,55,0,2,1798.191
2011,3,12,15,54,0,2,1798.192
2011,3,12,15,53,0,2,1798.199
2011,3,12,15,52,0,2,1798.198
2011,3,12,15,51,0,2,1798.194
2011,3,12,15,50,0,2,1798.196
2011,3,12,15,49,0,2,1798.21
2011,3,12,15,48,0,2,1798.214
2011,3,12,15,47,0,2,1798.217
2011,3,12,15,46,0,2,1798.212
2011,3,12,15,45,0,2,1798.2
2011,3,12,15,45,0,1,9999
2011,3,12,15,44,0,2,1798.187
2011,3,12,15,43,0,2,1798.179
2011,3,12,15,42,0,2,1798.185
2011,3,12,15,41,0,2,1798.188
2011,3,12,15,40,0,2,1798.183
2011,3,12,15,39,0,2,1798.194
2011,3,12,15,38,0,2,1798.201
2011,3,12,15,37,0,2,1798.201
2011,3,12,15,36,0,2,1798.194
2011,3,12,15,35,0,2,1798.195
2011,3,12,15,34,0,2,1798.197
2011,3,12,15,33,0,2,1798.201
2011,3,12,15,32,0,2,1798.187
2011,3,12,15,31,0,2,1798.185
2011,3,12,15,30,0,2,1798.181
2011,3,12,15,30,0,1,9999
2011,3,12,15,29,0,2,1798.165
2011,3,12,15,28,0,2,1798.165
2011,3,12,15,27,0,2,1798.168
2011,3,12,15,26,0,2,1798.163
2011,3,12,15,25,0,2,1798.162
2011,3,12,15,24,0,2,1798.173
2011,3,12,15,23,0,2,1798.172
2011,3,12,15,22,0,2,1798.174
2011,3,12,15,21,0,2,1798.175
2011,3,12,15,20,0,2,1798.172
2011,3,12,15,19,0,2,1798.174
2011,3,12,15,18,0,2,1798.188
2011,3,12,15,17,0,2,1798.175
2011,3,12,15,16,0,2,1798.164
2011,3,12,15,15,0,2,1798.167
2011,3,12,15,15,0,1,9999
2011,3,12,15,14,0,2,1798.154
2011,3,12,15,13,0,2,1798.145
2011,3,12,15,12,0,2,1798.137
2011,3,12,15,11,0,2,1798.146
2011,3,12,15,10,0,2,1798.147
2011,3,12,15,9,0,2,1798.144
2011,3,12,15,8,0,2,1798.144
2011,3,12,15,7,0,2,1798.153
2011,3,12,15,6,0,2,1798.154
2011,3,12,15,5,0,2,1798.154
2011,3,12,15,4,0,2,1798.153
2011,3,12,15,3,0,2,1798.145
2011,3,12,15,2,0,2,1798.133
2011,3,12,15,1,0,2,1798.136
2011,3,12,15,0,0,2,1798.139
2011,3,12,15,0,0,1,9999
2011,3,12,14,59,0,2,1798.14
2011,3,12,14,58,0,2,1798.136
2011,3,12,14,57,0,2,1798.123
2011,3,12,14,56,0,2,1798.119
2011,3,12,14,55,0,2,1798.124
2011,3,12,14,54,0,2,1798.137
2011,3,12,14,53,0,2,1798.14
2011,3,12,14,52,0,2,1798.142
2011,3,12,14,51,0,2,1798.143
2011,3,12,14,50,0,2,1798.142
2011,3,12,14,49,0,2,1798.156
2011,3,12,14,48,0,2,1798.152
2011,3,12,14,47,0,2,1798.141
2011,3,12,14,46,0,2,1798.138
2011,3,12,14,45,0,2,1798.136
2011,3,12,14,45,0,1,9999
2011,3,12,14,44,0,2,1798.151
2011,3,12,14,43,0,2,1798.167
2011,3,12,14,42,0,2,1798.16
2011,3,12,14,41,0,2,1798.153
2011,3,12,14,40,0,2,1798.154
2011,3,12,14,39,0,2,1798.148
2011,3,12,14,38,0,2,1798.146
2011,3,12,14,37,0,2,1798.138
2011,3,12,14,36,0,2,1798.138
2011,3,12,14,35,0,2,1798.119
2011,3,12,14,34,0,2,1798.117
2011,3,12,14,33,0,2,1798.135
2011,3,12,14,32,0,2,1798.142
2011,3,12,14,31,0,2,1798.134
2011,3,12,14,30,0,2,1798.138
2011,3,12,14,30,0,1,9999
2011,3,12,14,29,0,2,1798.151
2011,3,12,14,28,0,2,1798.148
2011,3,12,14,27,0,2,1798.143
2011,3,12,14,26,0,2,1798.14
2011,3,12,14,25,0,2,1798.146
2011,3,12,14,24,0,2,1798.13
2011,3,12,14,23,0,2,1798.131
2011,3,12,14,22,0,2,1798.132
2011,3,12,14,21,0,2,1798.139
2011,3,12,14,20,0,2,1798.149
2011,3,12,14,19,0,2,1798.142
2011,3,12,14,18,0,2,1798.144
2011,3,12,14,17,0,2,1798.126
2011,3,12,14,16,0,2,1798.117
2011,3,12,14,15,0,2,1798.114
2011,3,12,14,15,0,1,9999
2011,3,12,14,14,0,2,1798.1
2011,3,12,14,13,0,2,1798.115
2011,3,12,14,12,0,2,1798.133
2011,3,12,14,11,0,2,1798.138
2011,3,12,14,10,0,2,1798.136
2011,3,12,14,9,0,2,1798.138
2011,3,12,14,8,0,2,1798.133
2011,3,12,14,7,0,2,1798.132
2011,3,12,14,6,0,2,1798.136
2011,3,12,14,5,0,2,1798.128
2011,3,12,14,4,0,2,1798.13
2011,3,12,14,3,0,2,1798.138
2011,3,12,14,2,0,2,1798.14
2011,3,12,14,1,0,2,1798.131
2011,3,12,14,0,0,2,1798.123
2011,3,12,14,0,0,1,9999
2011,3,12,13,59,0,2,1798.137
2011,3,12,13,58,0,2,1798.133
2011,3,12,13,57,0,2,1798.119
2011,3,12,13,56,0,2,1798.125
2011,3,12,13,55,0,2,1798.136
2011,3,12,13,54,0,2,1798.141
2011,3,12,13,53,0,2,1798.141
2011,3,12,13,52,0,2,1798.145
2011,3,12,13,51,0,2,1798.163
2011,3,12,13,50,0,2,1798.164
2011,3,12,13,49,0,2,1798.157
2011,3,12,13,48,0,2,1798.155
2011,3,12,13,47,0,2,1798.151
2011,3,12,13,46,0,2,1798.163
2011,3,12,13,45,0,2,1798.17
2011,3,12,13,45,0,1,9999
2011,3,12,13,44,0,2,1798.169
2011,3,12,13,43,0,2,1798.152
2011,3,12,13,42,0,2,1798.146
2011,3,12,13,41,0,2,1798.144
2011,3,12,13,40,0,2,1798.139
2011,3,12,13,39,0,2,1798.138
2011,3,12,13,38,0,2,1798.14
2011,3,12,13,37,0,2,1798.144
2011,3,12,13,36,0,2,1798.139
2011,3,12,13,35,0,2,1798.126
2011,3,12,13,34,0,2,1798.125
2011,3,12,13,33,0,2,1798.128
2011,3,12,13,32,0,2,1798.136
2011,3,12,13,31,0,2,1798.133
2011,3,12,13,30,0,2,1798.132
2011,3,12,13,30,0,1,9999
2011,3,12,13,29,0,2,1798.141
2011,3,12,13,28,0,2,1798.143
2011,3,12,13,27,0,2,1798.15
2011,3,12,13,26,0,2,1798.142
2011,3,12,13,25,0,2,1798.143
2011,3,12,13,24,0,2,1798.154
2011,3,12,13,23,0,2,1798.154
2011,3,12,13,22,0,2,1798.159
2011,3,12,13,21,0,2,1798.157
2011,3,12,13,20,0,2,1798.151
2011,3,12,13,19,0,2,1798.147
2011,3,12,13,18,0,2,1798.144
2011,3,12,13,17,0,2,1798.139
2011,3,12,13,16,0,2,1798.146
2011,3,12,13,15,0,2,1798.147
2011,3,12,13,15,0,1,9999
2011,3,12,13,14,0,2,1798.142
2011,3,12,13,13,0,2,1798.131
2011,3,12,13,12,0,2,1798.132
2011,3,12,13,11,0,2,1798.141
2011,3,12,13,10,0,2,1798.141
2011,3,12,13,9,0,2,1798.142
2011,3,12,13,8,0,2,1798.137
2011,3,12,13,7,0,2,1798.146
2011,3,12,13,6,0,2,1798.144
2011,3,12,13,5,0,2,1798.156
2011,3,12,13,4,0,2,1798.166
2011,3,12,13,3,0,2,1798.16
2011,3,12,13,2,0,2,1798.168
2011,3,12,13,1,0,2,1798.17
2011,3,12,13,0,0,2,1798.166
2011,3,12,13,0,0,1,9999
2011,3,12,12,59,0,2,1798.167
2011,3,12,12,58,0,2,1798.161
2011,3,12,12,57,0,2,1798.169
2011,3,12,12,56,0,2,1798.175
2011,3,12,12,55,0,2,1798.178
2011,3,12,12,54,0,2,1798.188
2011,3,12,12,53,0,2,1798.184
2011,3,12,12,52,0,2,1798.183
2011,3,12,12,51,0,2,1798.183
2011,3,12,12,50,0,2,1798.174
2011,3,12,12,49,0,2,1798.177
2011,3,12,12,48,0,2,1798.186
2011,3,12,12,47,0,2,1798.188
2011,3,12,12,46,0,2,1798.186
2011,3,12,12,45,0,2,1798.183
2011,3,12,12,45,0,1,9999
2011,3,12,12,44,0,2,1798.196
2011,3,12,12,43,0,2,1798.194
2011,3,12,12,42,0,2,1798.188
2011,3,12,12,41,0,2,1798.19
2011,3,12,12,40,0,2,1798.193
2011,3,12,12,39,0,2,1798.193
2011,3,12,12,38,0,2,1798.185
2011,3,12,12,37,0,2,1798.189
2011,3,12,12,36,0,2,1798.185
2011,3,12,12,35,0,2,1798.183
2011,3,12,12,34,0,2,1798.186
2011,3,12,12,33,0,2,1798.183
2011,3,12,12,32,0,2,1798.19
2011,3,12,12,31,0,2,1798.176
2011,3,12,12,30,0,2,1798.182
2011,3,12,12,30,0,1,9999
2011,3,12,12,29,0,2,1798.2
2011,3,12,12,28,0,2,1798.196
2011,3,12,12,27,0,2,1798.195
2011,3,12,12,26,0,2,1798.209
2011,3,12,12,25,0,2,1798.217
2011,3,12,12,24,0,2,1798.222
2011,3,12,12,23,0,2,1798.22
2011,3,12,12,22,0,2,1798.22
2011,3,12,12,21,0,2,1798.22
2011,3,12,12,20,0,2,1798.224
2011,3,12,12,19,0,2,1798.218
2011,3,12,12,18,0,2,1798.218
2011,3,12,12,17,0,2,1798.232
2011,3,12,12,16,0,2,1798.219
2011,3,12,12,15,0,2,1798.204
2011,3,12,12,15,0,1,9999
2011,3,12,12,14,0,2,1798.209
2011,3,12,12,13,0,2,1798.206
2011,3,12,12,12,0,2,1798.206
2011,3,12,12,11,0,2,1798.208
2011,3,12,12,10,0,2,1798.225
2011,3,12,12,9,0,2,1798.221
2011,3,12,12,8,0,2,1798.223
2011,3,12,12,7,0,2,1798.224
2011,3,12,12,6,0,2,1798.225
2011,3,12,12,5,0,2,1798.237
2011,3,12,12,4,0,2,1798.237
2011,3,12,12,3,0,2,1798.236
2011,3,12,12,2,0,2,1798.252
2011,3,12,12,1,0,2,1798.257
2011,3,12,12,0,0,2,1798.26
2011,3,12,12,0,0,1,9999
2011,3,12,11,59,0,2,1798.246
2011,3,12,11,58,0,2,1798.252
2011,3,12,11,57,0,2,1798.252
2011,3,12,11,56,0,2,1798.236
2011,3,12,11,55,0,2,1798.25
2011,3,12,11,54,0,2,1798.259
2011,3,12,11,53,0,2,1798.259
2011,3,12,11,52,0,2,1798.257
2011,3,12,11,51,0,2,1798.26
2011,3,12,11,50,0,2,1798.248
2011,3,12,11,49,0,2,1798.243
2011,3,12,11,48,0,2,1798.257
2011,3,12,11,47,0,2,1798.265
2011,3,12,11,46,0,2,1798.262
2011,3,12,11,45,0,2,1798.275
2011,3,12,11,45,0,1,9999
2011,3,12,11,44,0,2,1798.273
2011,3,12,11,43,0,2,1798.266
2011,3,12,11,42,0,2,1798.267
2011,3,12,11,41,0,2,1798.27
2011,3,12,11,40,0,2,1798.288
2011,3,12,11,39,0,2,1798.283
2011,3,12,11,38,0,2,1798.279
2011,3,12,11,37,0,2,1798.297
2011,3,12,11,36,0,2,1798.291
2011,3,12,11,35,0,2,1798.275
2011,3,12,11,34,0,2,1798.281
2011,3,12,11,33,0,2,1798.296
2011,3,12,11,32,0,2,1798.29
2011,3,12,11,31,0,2,1798.269
2011,3,12,11,30,0,2,1798.276
2011,3,12,11,30,0,1,9999
2011,3,12,11,29,0,2,1798.277
2011,3,12,11,28,0,2,1798.277
2011,3,12,11,27,0,2,1798.264
2011,3,12,11,26,0,2,1798.25
2011,3,12,11,25,0,2,1798.26
2011,3,12,11,24,0,2,1798.28
2011,3,12,11,23,0,2,1798.28
2011,3,12,11,22,0,2,1798.284
2011,3,12,11,21,0,2,1798.304
2011,3,12,11,20,0,2,1798.31
2011,3,12,11,19,0,2,1798.295
2011,3,12,11,18,0,2,1798.283
2011,3,12,11,17,0,2,1798.289
2011,3,12,11,16,0,2,1798.293
2011,3,12,11,15,0,2,1798.285
2011,3,12,11,15,0,1,9999
2011,3,12,11,14,0,2,1798.3
2011,3,12,11,13,0,2,1798.312
2011,3,12,11,12,0,2,1798.316
2011,3,12,11,11,0,2,1798.312
2011,3,12,11,10,0,2,1798.314
2011,3,12,11,9,0,2,1798.305
2011,3,12,11,8,0,2,1798.312
2011,3,12,11,7,0,2,1798.312
2011,3,12,11,6,0,2,1798.328
2011,3,12,11,5,0,2,1798.331
2011,3,12,11,4,0,2,1798.326
2011,3,12,11,3,0,2,1798.331
2011,3,12,11,2,0,2,1798.342
2011,3,12,11,1,0,2,1798.346
2011,3,12,11,0,0,2,1798.348
2011,3,12,11,0,0,1,9999
2011,3,12,10,59,0,2,1798.351
2011,3,12,10,58,0,2,1798.368
2011,3,12,10,57,0,2,1798.371
2011,3,12,10,56,0,2,1798.36
2011,3,12,10,55,0,2,1798.362
2011,3,12,10,54,0,2,1798.368
2011,3,12,10,53,0,2,1798.377
2011,3,12,10,52,0,2,1798.364
2011,3,12,10,51,0,2,1798.338
2011,3,12,10,50,0,2,1798.325
2011,3,12,10,49,0,2,1798.325
2011,3,12,10,48,0,2,1798.328
2011,3,12,10,47,0,2,1798.338
2011,3,12,10,46,0,2,1798.335
2011,3,12,10,45,0,2,1798.338
2011,3,12,10,45,0,1,9999
2011,3,12,10,44,0,2,1798.341
2011,3,12,10,43,0,2,1798.335
2011,3,12,10,42,0,2,1798.339
2011,3,12,10,41,0,2,1798.337
2011,3,12,10,40,0,2,1798.339
2011,3,12,10,39,0,2,1798.338
2011,3,12,10,38,0,2,1798.347
2011,3,12,10,37,0,2,1798.348
2011,3,12,10,36,0,2,1798.35
2011,3,12,10,35,0,2,1798.351
2011,3,12,10,34,0,2,1798.336
2011,3,12,10,33,0,2,1798.343
2011,3,12,10,32,0,2,1798.351
2011,3,12,10,31,0,2,1798.358
2011,3,12,10,30,0,2,1798.354
2011,3,12,10,30,0,1,9999
2011,3,12,10,29,0,2,1798.36
2011,3,12,10,28,0,2,1798.367
2011,3,12,10,27,0,2,1798.375
2011,3,12,10,26,0,2,1798.375
2011,3,12,10,25,0,2,1798.383
2011,3,12,10,24,0,2,1798.379
2011,3,12,10,23,0,2,1798.386
2011,3,12,10,22,0,2,1798.386
2011,3,12,10,21,0,2,1798.383
2011,3,12,10,20,0,2,1798.382
2011,3,12,10,19,0,2,1798.37
2011,3,12,10,18,0,2,1798.359
2011,3,12,10,17,0,2,1798.352
2011,3,12,10,16,0,2,1798.358
2011,3,12,10,15,0,2,1798.355
2011,3,12,10,15,0,1,9999
2011,3,12,10,14,0,2,1798.365
2011,3,12,10,13,0,2,1798.376
2011,3,12,10,12,0,2,1798.383
2011,3,12,10,11,0,2,1798.392
2011,3,12,10,10,0,2,1798.387
2011,3,12,10,9,0,2,1798.391
2011,3,12,10,8,0,2,1798.379
2011,3,12,10,7,0,2,1798.378
2011,3,12,10,6,0,2,1798.375
2011,3,12,10,5,0,2,1798.367
2011,3,12,10,4,0,2,1798.368
2011,3,12,10,3,0,2,1798.37
2011,3,12,10,2,0,2,1798.362
2011,3,12,10,1,0,2,1798.37
2011,3,12,10,0,0,2,1798.363
2011,3,12,10,0,0,1,9999
2011,3,12,9,59,0,2,1798.359
2011,3,12,9,58,0,2,1798.366
2011,3,12,9,57,0,2,1798.371
2011,3,12,9,56,0,2,1798.379
2011,3,12,9,55,0,2,1798.385
2011,3,12,9,54,0,2,1798.385
2011,3,12,9,53,0,2,1798.384
2011,3,12,9,52,0,2,1798.39
2011,3,12,9,51,0,2,1798.397
2011,3,12,9,50,0,2,1798.406
2011,3,12,9,49,0,2,1798.41
2011,3,12,9,48,0,2,1798.413
2011,3,12,9,47,0,2,1798.41
2011,3,12,9,46,0,2,1798.407
2011,3,12,9,45,0,2,1798.419
2011,3,12,9,45,0,1,9999
2011,3,12,9,44,0,2,1798.429
2011,3,12,9,43,0,2,1798.424
2011,3,12,9,42,0,2,1798.425
2011,3,12,9,41,0,2,1798.431
2011,3,12,9,40,0,2,1798.441
2011,3,12,9,39,0,2,1798.432
2011,3,12,9,38,0,2,1798.431
2011,3,12,9,37,0,2,1798.446
2011,3,12,9,36,0,2,1798.434
2011,3,12,9,35,0,2,1798.425
2011,3,12,9,34,0,2,1798.411
2011,3,12,9,33,0,2,1798.415
2011,3,12,9,32,0,2,1798.413
2011,3,12,9,31,0,2,1798.406
2011,3,12,9,30,0,2,1798.4
2011,3,12,9,30,0,1,9999
2011,3,12,9,29,0,2,1798.41
2011,3,12,9,28,0,2,1798.431
2011,3,12,9,27,0,2,1798.441
2011,3,12,9,26,0,2,1798.446
2011,3,12,9,25,0,2,1798.436
2011,3,12,9,24,0,2,1798.415
2011,3,12,9,23,0,2,1798.409
2011,3,12,9,22,0,2,1798.411
2011,3,12,9,21,0,2,1798.42
2011,3,12,9,20,0,2,1798.418
2011,3,12,9,19,0,2,1798.422
2011,3,12,9,18,0,2,1798.411
2011,3,12,9,17,0,2,1798.419
2011,3,12,9,16,0,2,1798.413
2011,3,12,9,15,0,2,1798.408
2011,3,12,9,15,0,1,9999
2011,3,12,9,14,0,2,1798.408
2011,3,12,9,13,0,2,1798.404
2011,3,12,9,12,0,2,1798.408
2011,3,12,9,11,0,2,1798.416
2011,3,12,9,10,0,2,1798.428
2011,3,12,9,9,0,2,1798.457
2011,3,12,9,8,0,2,1798.467
2011,3,12,9,7,0,2,1798.462
2011,3,12,9,6,0,2,1798.456
2011,3,12,9,5,0,2,1798.445
2011,3,12,9,4,0,2,1798.438
2011,3,12,9,3,0,2,1798.442
2011,3,12,9,2,0,2,1798.435
2011,3,12,9,1,0,2,1798.427
2011,3,12,9,0,0,2,1798.428
2011,3,12,9,0,0,1,9999
2011,3,12,8,59,0,2,1798.433
2011,3,12,8,58,0,2,1798.439
2011,3,12,8,57,0,2,1798.449
2011,3,12,8,56,0,2,1798.468
2011,3,12,8,55,0,2,1798.459
2011,3,12,8,54,0,2,1798.457
2011,3,12,8,53,0,2,1798.458
2011,3,12,8,52,0,2,1798.459
2011,3,12,8,51,0,2,1798.455
2011,3,12,8,50,0,2,1798.449
2011,3,12,8,49,0,2,1798.449
2011,3,12,8,48,0,2,1798.448
2011,3,12,8,47,0,2,1798.451
2011,3,12,8,46,0,2,1798.444
2011,3,12,8,45,0,2,1798.419
2011,3,12,8,45,0,1,9999
2011,3,12,8,44,0,2,1798.416
2011,3,12,8,43,0,2,1798.398
2011,3,12,8,42,0,2,1798.403
2011,3,12,8,41,0,2,1798.399
2011,3,12,8,40,0,2,1798.385
2011,3,12,8,39,0,2,1798.376
2011,3,12,8,38,0,2,1798.379
2011,3,12,8,37,0,2,1798.41
2011,3,12,8,36,0,2,1798.405
2011,3,12,8,35,0,2,1798.397
2011,3,12,8,34,0,2,1798.404
2011,3,12,8,33,0,2,1798.406
2011,3,12,8,32,0,2,1798.397
2011,3,12,8,31,0,2,1798.398
2011,3,12,8,30,0,2,1798.41
2011,3,12,8,30,0,1,9999
2011,3,12,8,29,0,2,1798.41
2011,3,12,8,28,0,2,1798.411
2011,3,12,8,27,0,2,1798.423
2011,3,12,8,26,0,2,1798.435
2011,3,12,8,25,0,2,1798.432
2011,3,12,8,24,0,2,1798.438
2011,3,12,8,23,0,2,1798.433
2011,3,12,8,22,0,2,1798.421
2011,3,12,8,21,0,2,1798.42
2011,3,12,8,20,0,2,1798.411
2011,3,12,8,19,0,2,1798.429
2011,3,12,8,18,0,2,1798.436
2011,3,12,8,17,0,2,1798.435
2011,3,12,8,16,0,2,1798.433
2011,3,12,8,15,0,2,1798.427
2011,3,12,8,15,0,1,9999
2011,3,12,8,14,0,2,1798.425
2011,3,12,8,13,0,2,1798.419
2011,3,12,8,12,0,2,1798.412
2011,3,12,8,11,0,2,1798.42
2011,3,12,8,10,0,2,1798.424
2011,3,12,8,9,0,2,1798.406
2011,3,12,8,8,0,2,1798.407
2011,3,12,8,7,0,2,1798.413
2011,3,12,8,6,0,2,1798.421
2011,3,12,8,5,0,2,1798.426
2011,3,12,8,4,0,2,1798.432
2011,3,12,8,3,0,2,1798.426
2011,3,12,8,2,0,2,1798.431
2011,3,12,8,1,0,2,1798.429
2011,3,12,8,0,0,2,1798.418
2011,3,12,8,0,0,1,9999
2011,3,12,7,59,0,2,1798.418
2011,3,12,7,58,0,2,1798.417
2011,3,12,7,57,0,2,1798.415
2011,3,12,7,56,0,2,1798.422
2011,3,12,7,55,0,2,1798.419
2011,3,12,7,54,0,2,1798.421
2011,3,12,7,53,0,2,1798.41
2011,3,12,7,52,0,2,1798.405
2011,3,12,7,51,0,2,1798.396
2011,3,12,7,50,0,2,1798.379
2011,3,12,7,49,0,2,1798.372
2011,3,12,7,48,0,2,1798.373
2011,3,12,7,47,0,2,1798.374
2011,3,12,7,46,0,2,1798.363
2011,3,12,7,45,0,2,1798.361
2011,3,12,7,45,0,1,9999
2011,3,12,7,44,0,2,1798.367
2011,3,12,7,43,0,2,1798.359
2011,3,12,7,42,0,2,1798.37
2011,3,12,7,41,0,2,1798.393
2011,3,12,7,40,0,2,1798.398
2011,3,12,7,39,0,2,1798.388
2011,3,12,7,38,0,2,1798.384
2011,3,12,7,37,0,2,1798.383
2011,3,12,7,36,0,2,1798.382
2011,3,12,7,35,0,2,1798.402
2011,3,12,7,34,0,2,1798.396
2011,3,12,7,33,0,2,1798.382
2011,3,12,7,32,0,2,1798.378
2011,3,12,7,31,0,2,1798.378
2011,3,12,7,30,0,2,1798.373
2011,3,12,7,30,0,1,9999
2011,3,12,7,29,0,2,1798.372
2011,3,12,7,28,0,2,1798.373
2011,3,12,7,27,0,2,1798.375
2011,3,12,7,26,0,2,1798.375
