#YY,MM,DD,hh,mm,ss,T,HEIGHT
#yr,mo,dy,hr,mn,s,-,m
2011,3,11,22,42,0,2,2737.729
2011,3,11,22,41,0,2,2737.751
2011,3,11,22,40,0,2,2737.729
2011,3,11,22,39,0,2,2737.737
2011,3,11,22,38,0,2,2737.734
2011,3,11,22,37,0,2,2737.724
2011,3,11,22,36,0,2,2737.74
2011,3,11,22,35,0,2,2737.675
2011,3,11,22,34,0,2,2737.711
2011,3,11,22,33,0,2,2737.685
2011,3,11,22,32,0,2,2737.654
2011,3,11,22,31,0,2,2737.662
2011,3,11,22,30,0,2,2737.615
2011,3,11,22,30,0,1,9999
2011,3,11,22,29,0,2,2737.617
2011,3,11,22,28,0,2,2737.614
2011,3,11,22,27,0,2,2737.611
2011,3,11,22,26,0,2,2737.603
2011,3,11,22,25,0,2,2737.606
2011,3,11,22,24,0,2,2737.584
2011,3,11,22,23,0,2,2737.584
2011,3,11,22,22,0,2,2737.589
2011,3,11,22,21,0,2,2737.587
2011,3,11,22,20,0,2,2737.548
2011,3,11,22,19,0,2,2737.582
2011,3,11,22,18,0,2,2737.584
2011,3,11,22,17,0,2,2737.599
2011,3,11,22,16,0,2,2737.594
2011,3,11,22,15,0,2,2737.588
2011,3,11,22,15,0,1,9999
2011,3,11,22,14,0,2,2737.613
2011,3,11,22,13,0,2,2737.564
2011,3,11,22,12,0,2,2737.601
2011,3,11,22,11,0,2,2737.586
2011,3,11,22,10,0,2,2737.581
2011,3,11,22,9,0,2,2737.589
2011,3,11,22,8,0,2,2737.575
2011,3,11,22,7,0,2,2737.555
2011,3,11,22,6,0,2,2737.522
2011,3,11,22,5,0,2,2737.524
2011,3,11,22,4,0,2,2737.495
2011,3,11,22,3,0,2,2737.507
2011,3,11,22,2,0,2,2737.511
2011,3,11,22,1,0,2,2737.504
2011,3,11,22,0,0,2,2737.51
2011,3,11,22,0,0,1,9999
2011,3,11,21,59,0,2,2737.485
2011,3,11,21,58,0,2,2737.487
2011,3,11,21,57,0,2,2737.485
2011,3,11,21,56,0,2,2737.455
2011,3,11,21,55,0,2,2737.46
2011,3,11,21,54,0,2,2737.442
2011,3,11,21,53,0,2,2737.438
2011,3,11,21,52,0,2,2737.431
2011,3,11,21,51,0,2,2737.448
2011,3,11,21,50,0,2,2737.453
2011,3,11,21,49,0,2,2737.426
2011,3,11,21,48,0,2,2737.482
2011,3,11,21,47,0,2,2737.455
2011,3,11,21,46,0,2,2737.446
2011,3,11,21,45,0,2,2737.457
2011,3,11,21,45,0,1,9999
2011,3,11,21,44,0,2,2737.399
2011,3,11,21,43,0,2,2737.417
2011,3,11,21,42,0,2,2737.42
2011,3,11,21,41,0,2,2737.417
2011,3,11,21,40,0,2,2737.465
2011,3,11,21,39,0,2,2737.468
2011,3,11,21,38,0,2,2737.456
2011,3,11,21,37,0,2,2737.459
2011,3,11,21,36,0,2,2737.46
2011,3,11,21,35,0,2,2737.464
2011,3,11,21,34,0,2,2737.467
2011,3,11,21,33,0,2,2737.432
2011,3,11,21,32,0,2,2737.448
2011,3,11,21,31,0,2,2737.428
2011,3,11,21,30,0,2,2737.39
2011,3,11,21,30,0,1,9999
2011,3,11,21,29,0,2,2737.409
2011,3,11,21,28,0,2,2737.387
2011,3,11,21,27,0,2,2737.388
2011,3,11,21,26,0,2,2737.359
2011,3,11,21,25,0,2,2737.331
2011,3,11,21,24,0,2,2737.341
2011,3,11,21,23,0,2,2737.31
2011,3,11,21,22,0,2,2737.311
2011,3,11,21,21,0,2,2737.245
2011,3,11,21,20,0,2,2737.234
2011,3,11,21,19,0,2,2737.26
2011,3,11,21,18,0,2,2737.218
2011,3,11,21,17,0,2,2737.22
2011,3,11,21,16,0,2,2737.189
2011,3,11,21,15,0,2,2737.202
2011,3,11,21,15,0,1,9999
2011,3,11,21,14,0,2,2737.201
2011,3,11,21,13,0,2,2737.174
2011,3,11,21,12,0,2,2737.219
2011,3,11,21,11,0,2,2737.216
2011,3,11,21,10,0,2,2737.244
2011,3,11,21,9,0,2,2737.264
2011,3,11,21,8,0,2,2737.265
2011,3,11,21,7,0,2,2737.272
2011,3,11,21,6,0,2,2737.249
2011,3,11,21,5,0,2,2737.272
2011,3,11,21,4,0,2,2737.264
2011,3,11,21,3,0,2,2737.242
2011,3,11,21,2,0,2,2737.233
2011,3,11,21,1,0,2,2737.244
2011,3,11,21,0,0,2,2737.269
2011,3,11,21,0,0,1,9999
2011,3,11,20,59,0,2,2737.245
2011,3,11,20,58,0,2,2737.243
2011,3,11,20,57,0,2,2737.252
2011,3,11,20,56,0,2,2737.25
2011,3,11,20,55,0,2,2737.235
2011,3,11,20,54,0,2,2737.187
2011,3,11,20,53,0,2,2737.169
2011,3,11,20,52,0,2,2737.14
2011,3,11,20,51,0,2,2737.128
2011,3,11,20,50,0,2,2737.151
2011,3,11,20,49,0,2,2737.107
2011,3,11,20,48,0,2,2737.135
2011,3,11,20,47,0,2,2737.146
2011,3,11,20,46,0,2,2737.145
2011,3,11,20,45,0,2,2737.147
2011,3,11,20,45,0,1,9999
2011,3,11,20,44,0,2,2737.143
2011,3,11,20,43,0,2,2737.167
2011,3,11,20,42,0,2,2737.122
2011,3,11,20,41,0,2,2737.157
2011,3,11,20,40,0,2,2737.187
2011,3,11,20,39,0,2,2737.15
2011,3,11,20,38,0,2,2737.171
2011,3,11,20,37,0,2,2737.17
2011,3,11,20,36,0,2,2737.193
2011,3,11,20,35,0,2,2737.165
2011,3,11,20,34,0,2,2737.133
2011,3,11,20,33,0,2,2737.16
2011,3,11,20,32,0,2,2737.127
2011,3,11,20,31,0,2,2737.118
2011,3,11,20,30,0,2,2737.094
2011,3,11,20,30,0,1,9999
2011,3,11,20,29,0,2,2737.067
2011,3,11,20,28,0,2,2737.081
2011,3,11,20,27,0,2,2737.055
2011,3,11,20,26,0,2,2737.061
2011,3,11,20,25,0,2,2737.072
2011,3,11,20,24,0,2,2737.081
2011,3,11,20,23,0,2,2737.092
2011,3,11,20,22,0,2,2737.085
2011,3,11,20,21,0,2,2737.1
2011,3,11,20,20,0,2,2737.064
2011,3,11,20,19,0,2,2737.064
2011,3,11,20,18,0,2,2737.08
2011,3,11,20,17,0,2,2737.04
2011,3,11,20,16,0,2,2737.029
2011,3,11,20,15,0,2,2737.003
2011,3,11,20,15,0,1,9999
2011,3,11,20,14,0,2,2736.977
2011,3,11,20,13,0,2,2736.981
2011,3,11,20,12,0,2,2736.959
2011,3,11,20,11,0,2,2736.966
2011,3,11,20,10,0,2,2736.981
2011,3,11,20,9,0,2,2736.95
2011,3,11,20,8,0,2,2736.987
2011,3,11,20,7,0,2,2736.995
2011,3,11,20,6,0,2,2736.95
2011,3,11,20,5,0,2,2737.009
2011,3,11,20,4,0,2,2737.004
2011,3,11,20,3,0,2,2736.957
2011,3,11,20,2,0,2,2737.02
2011,3,11,20,1,0,2,2737.027
2011,3,11,20,0,0,2,2736.977
2011,3,11,20,0,0,1,9999
2011,3,11,19,59,0,2,2736.996
2011,3,11,19,58,0,2,2737.007
2011,3,11,19,57,0,2,2737.008
2011,3,11,19,56,0,2,2736.992
2011,3,11,19,55,0,2,2736.983
2011,3,11,19,54,0,2,2737.002
2011,3,11,19,53,0,2,2736.982
2011,3,11,19,52,0,2,2736.962
2011,3,11,19,51,0,2,2736.971
2011,3,11,19,50,0,2,2736.959
2011,3,11,19,49,0,2,2736.958
2011,3,11,19,48,0,2,2736.974
2011,3,11,19,47,0,2,2736.929
2011,3,11,19,46,0,2,2736.892
2011,3,11,19,45,0,2,2736.89
2011,3,11,19,45,0,1,9999
2011,3,11,19,44,0,2,2736.903
2011,3,11,19,43,0,2,2736.927
2011,3,11,19,42,0,2,2736.928
2011,3,11,19,41,0,2,2736.902
2011,3,11,19,40,0,2,2736.89
2011,3,11,19,39,0,2,2736.883
2011,3,11,19,38,0,2,2736.859
2011,3,11,19,37,0,2,2736.841
2011,3,11,19,36,0,2,2736.879
2011,3,11,19,35,0,2,2736.892
2011,3,11,19,34,0,2,2736.859
2011,3,11,19,33,0,2,2736.906
2011,3,11,19,32,0,2,2736.954
2011,3,11,19,31,0,2,2736.951
2011,3,11,19,30,0,2,2736.961
2011,3,11,19,30,0,1,9999
2011,3,11,19,29,0,2,2736.961
2011,3,11,19,28,0,2,2736.956
2011,3,11,19,27,0,2,2736.957
2011,3,11,19,26,0,2,2736.958
2011,3,11,19,25,0,2,2736.962
2011,3,11,19,24,0,2,2736.901
2011,3,11,19,23,0,2,2736.848
2011,3,11,19,22,0,2,2736.876
2011,3,11,19,21,0,2,2736.889
2011,3,11,19,20,0,2,2736.893
2011,3,11,19,19,0,2,2736.909
2011,3,11,19,18,0,2,2736.898
2011,3,11,19,17,0,2,2736.884
2011,3,11,19,16,0,2,2736.875
2011,3,11,19,15,0,2,2736.88
2011,3,11,19,15,0,1,9999
2011,3,11,19,14,0,2,2736.874
2011,3,11,19,13,0,2,2736.837
2011,3,11,19,12,0,2,2736.809
2011,3,11,19,11,0,2,2736.803
2011,3,11,19,10,0,2,2736.825
2011,3,11,19,9,0,2,2736.833
2011,3,11,19,8,0,2,2736.844
2011,3,11,19,7,0,2,2736.869
2011,3,11,19,6,0,2,2736.845
2011,3,11,19,5,0,2,2736.841
2011,3,11,19,4,0,2,2736.873
2011,3,11,19,3,0,2,2736.837
2011,3,11,19,2,0,2,2736.811
2011,3,11,19,1,0,2,2736.825
2011,3,11,19,0,0,2,2736.78
2011,3,11,19,0,0,1,9999
2011,3,11,18,59,0,2,2736.782
2011,3,11,18,58,0,2,2736.811
2011,3,11,18,57,0,2,2736.766
2011,3,11,18,56,0,2,2736.792
2011,3,11,18,55,0,2,2736.857
2011,3,11,18,54,0,2,2736.822
2011,3,11,18,53,0,2,2736.81
2011,3,11,18,52,0,2,2736.829
2011,3,11,18,51,0,2,2736.835
2011,3,11,18,50,0,2,2736.876
2011,3,11,18,49,0,2,2736.891
2011,3,11,18,48,0,2,2736.845
2011,3,11,18,47,0,2,2736.835
2011,3,11,18,46,0,2,2736.89
2011,3,11,18,45,0,2,2736.918
2011,3,11,18,45,0,1,9999
2011,3,11,18,44,0,2,2736.886
2011,3,11,18,43,0,2,2736.882
2011,3,11,18,42,0,2,2736.92
2011,3,11,18,41,0,2,2736.899
2011,3,11,18,40,0,2,2736.867
2011,3,11,18,39,0,2,2736.864
2011,3,11,18,38,0,2,2736.862
2011,3,11,18,37,0,2,2736.88
2011,3,11,18,36,0,2,2736.875
2011,3,11,18,35,0,2,2736.862
2011,3,11,18,34,0,2,2736.875
2011,3,11,18,33,0,2,2736.846
2011,3,11,18,32,0,2,2736.811
2011,3,11,18,31,0,2,2736.84
2011,3,11,18,30,0,2,2736.832
2011,3,11,18,30,0,1,9999
2011,3,11,18,29,0,2,2736.775
2011,3,11,18,28,0,2,2736.78
2011,3,11,18,27,0,2,2736.784
2011,3,11,18,26,0,2,2736.765
2011,3,11,18,25,0,2,2736.755
2011,3,11,18,24,0,2,2736.767
2011,3,11,18,23,0,2,2736.805
2011,3,11,18,22,0,2,2736.82
2011,3,11,18,21,0,2,2736.812
2011,3,11,18,20,0,2,2736.832
2011,3,11,18,19,0,2,2736.862
2011,3,11,18,18,0,2,2736.89
2011,3,11,18,17,0,2,2736.932
2011,3,11,18,16,0,2,2736.922
2011,3,11,18,15,0,2,2736.883
2011,3,11,18,15,0,1,9999
2011,3,11,18,14,0,2,2736.912
2011,3,11,18,13,0,2,2736.946
2011,3,11,18,12,0,2,2736.93
2011,3,11,18,11,0,2,2736.932
2011,3,11,18,10,0,2,2736.931
2011,3,11,18,9,0,2,2736.888
2011,3,11,18,8,0,2,2736.872
2011,3,11,18,7,0,2,2736.903
2011,3,11,18,6,0,2,2736.927
2011,3,11,18,5,0,2,2736.903
2011,3,11,18,4,0,2,2736.849
2011,3,11,18,3,0,2,2736.854
2011,3,11,18,2,0,2,2736.877
2011,3,11,18,1,0,2,2736.833
2011,3,11,18,0,0,2,2736.783
2011,3,11,18,0,0,1,9999
2011,3,11,17,59,0,2,2736.796
2011,3,11,17,58,0,2,2736.833
2011,3,11,17,57,0,2,2736.862
2011,3,11,17,56,0,2,2736.874
2011,3,11,17,55,0,2,2736.879
2011,3,11,17,54,0,2,2736.919
2011,3,11,17,53,0,2,2736.964
2011,3,11,17,52,0,2,2736.945
2011,3,11,17,51,0,2,2736.91
2011,3,11,17,50,0,2,2736.926
2011,3,11,17,49,0,2,2736.935
2011,3,11,17,48,0,2,2736.918
2011,3,11,17,47,0,2,2736.896
2011,3,11,17,46,0,2,2736.893
2011,3,11,17,45,0,2,2736.937
2011,3,11,17,45,0,1,9999
2011,3,11,17,44,0,2,2736.968
2011,3,11,17,43,0,2,2736.93
2011,3,11,17,42,0,2,2736.913
2011,3,11,17,41,0,2,2736.957
2011,3,11,17,40,0,2,2736.953
2011,3,11,17,39,0,2,2736.901
2011,3,11,17,38,0,2,2736.94
2011,3,11,17,37,0,2,2737.01
2011,3,11,17,36,0,2,2736.983
2011,3,11,17,35,0,2,2736.919
2011,3,11,17,34,0,2,2736.939
2011,3,11,17,33,0,2,2736.97
2011,3,11,17,32,0,2,2736.947
2011,3,11,17,31,0,2,2736.917
2011,3,11,17,30,0,2,2736.924
2011,3,11,17,30,0,1,9999
2011,3,11,17,29,0,2,2736.929
2011,3,11,17,28,0,2,2736.91
2011,3,11,17,27,0,2,2736.877
2011,3,11,17,26,0,2,2736.864
2011,3,11,17,25,0,2,2736.88
2011,3,11,17,24,0,2,2736.926
2011,3,11,17,23,0,2,2736.969
2011,3,11,17,22,0,2,2736.979
2011,3,11,17,21,0,2,2736.99
2011,3,11,17,20,0,2,2737.019
2011,3,11,17,19,0,2,2737.039
2011,3,11,17,18,0,2,2737.022
2011,3,11,17,17,0,2,2736.991
2011,3,11,17,16,0,2,2736.98
2011,3,11,17,15,0,2,2736.973
2011,3,11,17,15,0,1,9999
2011,3,11,17,14,0,2,2736.963
2011,3,11,17,13,0,2,2736.969
2011,3,11,17,12,0,2,2736.978
2011,3,11,17,11,0,2,2736.957
2011,3,11,17,10,0,2,2736.914
2011,3,11,17,9,0,2,2736.886
2011,3,11,17,8,0,2,2736.895
2011,3,11,17,7,0,2,2736.93
2011,3,11,17,6,0,2,2736.968
2011,3,11,17,5,0,2,2736.999
2011,3,11,17,4,0,2,2737.008
2011,3,11,17,3,0,2,2737.025
2011,3,11,17,2,0,2,2737.081
2011,3,11,17,1,0,2,2737.159
2011,3,11,17,0,0,2,2737.197
2011,3,11,17,0,0,1,9999
2011,3,11,16,59,0,2,2737.172
2011,3,11,16,58,0,2,2737.123
2011,3,11,16,57,0,2,2737.123
2011,3,11,16,56,0,2,2737.155
2011,3,11,16,55,0,2,2737.156
2011,3,11,16,54,0,2,2737.122
2011,3,11,16,53,0,2,2737.095
2011,3,11,16,52,0,2,2737.081
2011,3,11,16,51,0,2,2737.075
2011,3,11,16,50,0,2,2737.069
2011,3,11,16,49,0,2,2737.067
2011,3,11,16,48,0,2,2737.075
2011,3,11,16,47,0,2,2737.091
2011,3,11,16,46,0,2,2737.125
2011,3,11,16,45,0,2,2737.158
2011,3,11,16,45,0,1,9999
2011,3,11,16,44,0,2,2737.171
2011,3,11,16,43,0,2,2737.17
2011,3,11,16,42,0,2,2737.175
2011,3,11,16,41,0,2,2737.19
2011,3,11,16,40,0,2,2737.202
2011,3,11,16,39,0,2,2737.201
2011,3,11,16,38,0,2,2737.208
2011,3,11,16,37,0,2,2737.221
2011,3,11,16,36,0,2,2737.243
2011,3,11,16,35,0,2,2737.244
2011,3,11,16,34,0,2,2737.251
2011,3,11,16,33,0,2,2737.267
2011,3,11,16,32,0,2,2737.279
2011,3,11,16,31,0,2,2737.282
2011,3,11,16,30,0,2,2737.279
2011,3,11,16,30,0,1,9999
2011,3,11,16,29,0,2,2737.269
2011,3,11,16,28,0,2,2737.249
2011,3,11,16,27,0,2,2737.221
2011,3,11,16,26,0,2,2737.226
2011,3,11,16,25,0,2,2737.265
2011,3,11,16,24,0,2,2737.287
2011,3,11,16,23,0,2,2737.273
2011,3,11,16,22,0,2,2737.245
2011,3,11,16,21,0,2,2737.24
2011,3,11,16,20,0,2,2737.24
2011,3,11,16,19,0,2,2737.219
2011,3,11,16,18,0,2,2737.198
2011,3,11,16,17,0,2,2737.22
2011,3,11,16,16,0,2,2737.279
2011,3,11,16,15,0,2,2737.317
2011,3,11,16,15,0,1,9999
2011,3,11,16,14,0,2,2737.333
2011,3,11,16,13,0,2,2737.349
2011,3,11,16,12,0,2,2737.363
2011,3,11,16,11,0,2,2737.354
2011,3,11,16,10,0,2,2737.318
2011,3,11,16,9,0,2,2737.294
2011,3,11,16,8,0,2,2737.296
2011,3,11,16,7,0,2,2737.288
2011,3,11,16,6,0,2,2737.26
2011,3,11,16,5,0,2,2737.25
2011,3,11,16,4,0,2,2737.285
2011,3,11,16,3,0,2,2737.338
2011,3,11,16,2,0,2,2737.356
2011,3,11,16,1,0,2,2737.334
2011,3,11,16,0,0,2,2737.34
2011,3,11,16,0,0,1,9999
2011,3,11,15,59,0,2,2737.404
2011,3,11,15,58,0,2,2737.479
2011,3,11,15,57,0,2,2737.508
2011,3,11,15,56,0,2,2737.49
2011,3,11,15,55,0,2,2737.467
2011,3,11,15,54,0,2,2737.473
2011,3,11,15,53,0,2,2737.487
2011,3,11,15,52,0,2,2737.493
2011,3,11,15,51,0,2,2737.488
2011,3,11,15,50,0,2,2737.487
2011,3,11,15,49,0,2,2737.5
2011,3,11,15,48,0,2,2737.52
2011,3,11,15,47,0,2,2737.525
2011,3,11,15,46,0,2,2737.525
2011,3,11,15,45,0,2,2737.513
2011,3,11,15,45,0,1,9999
2011,3,11,15,44,0,2,2737.499
2011,3,11,15,43,0,2,2737.489
2011,3,11,15,42,0,2,2737.489
2011,3,11,15,41,0,2,2737.494
2011,3,11,15,40,0,2,2737.503
2011,3,11,15,39,0,2,2737.516
2011,3,11,15,38,0,2,2737.541
2011,3,11,15,37,0,2,2737.577
2011,3,11,15,36,0,2,2737.625
2011,3,11,15,35,0,2,2737.662
2011,3,11,15,34,0,2,2737.671
2011,3,11,15,33,0,2,2737.652
2011,3,11,15,32,0,2,2737.622
2011,3,11,15,31,0,2,2737.605
2011,3,11,15,30,0,2,2737.615
2011,3,11,15,30,0,1,9999
2011,3,11,15,29,0,2,2737.64
2011,3,11,15,28,0,2,2737.667
2011,3,11,15,27,0,2,2737.675
2011,3,11,15,26,0,2,2737.656
2011,3,11,15,25,0,2,2737.634
2011,3,11,15,24,0,2,2737.619
2011,3,11,15,23,0,2,2737.615
2011,3,11,15,22,0,2,2737.623
2011,3,11,15,21,0,2,2737.631
2011,3,11,15,20,0,2,2737.639
2011,3,11,15,19,0,2,2737.641
2011,3,11,15,18,0,2,2737.649
2011,3,11,15,17,0,2,2737.653
2011,3,11,15,16,0,2,2737.665
2011,3,11,15,15,0,2,2737.681
2011,3,11,15,15,0,1,9999
2011,3,11,15,14,0,2,2737.702
2011,3,11,15,13,0,2,2737.72
2011,3,11,15,12,0,2,2737.729
2011,3,11,15,11,0,2,2737.74
2011,3,11,15,10,0,2,2737.743
2011,3,11,15,9,0,2,2737.746
2011,3,11,15,8,0,2,2737.748
2011,3,11,15,7,0,2,2737.755
2011,3,11,15,6,0,2,2737.774
2011,3,11,15,5,0,2,2737.787
2011,3,11,15,4,0,2,2737.796
2011,3,11,15,3,0,2,2737.8
2011,3,11,15,2,0,2,2737.8
2011,3,11,15,1,0,2,2737.798
2011,3,11,15,0,0,2,2737.8
2011,3,11,15,0,0,1,9999
2011,3,11,14,59,0,2,2737.807
2011,3,11,14,58,0,2,2737.819
2011,3,11,14,57,0,2,2737.826
2011,3,11,14,56,0,2,2737.836
2011,3,11,14,55,0,2,2737.839
2011,3,11,14,54,0,2,2737.836
2011,3,11,14,53,0,2,2737.829
2011,3,11,14,52,0,2,2737.82
2011,3,11,14,51,0,2,2737.81
2011,3,11,14,50,0,2,2737.811
2011,3,11,14,49,0,2,2737.818
2011,3,11,14,48,0,2,2737.838
2011,3,11,14,47,0,2,2737.867
2011,3,11,14,46,0,2,2737.906
2011,3,11,14,45,0,2,2737.947
2011,3,11,14,45,0,1,9999
2011,3,11,14,44,0,2,2737.986
2011,3,11,14,43,0,2,2738.026
2011,3,11,14,42,0,2,2738.059
2011,3,11,14,41,0,2,2738.08
2011,3,11,14,40,0,2,2738.092
2011,3,11,14,39,0,2,2738.089
2011,3,11,14,38,0,2,2738.084
2011,3,11,14,37,0,2,2738.076
2011,3,11,14,36,15,3,2738.059
2011,3,11,14,36,0,3,2738.059
2011,3,11,14,36,0,2,2738.062
2011,3,11,14,35,45,3,2738.055
2011,3,11,14,35,30,3,2738.051
2011,3,11,14,35,15,3,2738.048
2011,3,11,14,35,0,3,2738.045
2011,3,11,14,35,0,2,2738.05
2011,3,11,14,34,45,3,2738.042
2011,3,11,14,34,30,3,2738.038
2011,3,11,14,34,15,3,2738.034
2011,3,11,14,34,0,3,2738.031
2011,3,11,14,34,0,2,2738.036
2011,3,11,14,33,45,3,2738.031
2011,3,11,14,33,30,3,2738.03
2011,3,11,14,33,15,3,2738.029
2011,3,11,14,33,0,3,2738.026
2011,3,11,14,33,0,2,2738.029
2011,3,11,14,32,45,3,2738.023
2011,3,11,14,32,30,3,2738.021
2011,3,11,14,32,0,2,2738.022
2011,3,11,14,31,0,2,2738.019
2011,3,11,14,30,0,2,2738.017
2011,3,11,14,30,0,1,9999
2011,3,11,14,29,0,2,2738.019
2011,3,11,14,28,0,2,2738.024
2011,3,11,14,27,0,2,2738.028
2011,3,11,14,26,0,2,2738.036
2011,3,11,14,25,0,2,2738.041
2011,3,11,14,24,0,2,2738.048
2011,3,11,14,23,0,2,2738.056
2011,3,11,14,22,0,2,2738.064
2011,3,11,14,21,0,2,2738.069
2011,3,11,14,20,0,2,2738.078
2011,3,11,14,19,0,2,2738.085
2011,3,11,14,18,0,2,2738.093
2011,3,11,14,17,0,2,2738.097
2011,3,11,14,16,0,2,2738.107
2011,3,11,14,15,0,2,2738.112
2011,3,11,14,15,0,1,9999
2011,3,11,14,14,0,2,2738.118
2011,3,11,14,13,0,2,2738.125
2011,3,11,14,12,0,2,2738.132
2011,3,11,14,11,0,2,2738.137
2011,3,11,14,10,0,2,2738.143
2011,3,11,14,9,0,2,2738.154
2011,3,11,14,8,0,2,2738.16
2011,3,11,14,7,0,2,2738.163
2011,3,11,14,6,0,2,2738.169
2011,3,11,14,5,0,2,2738.18
2011,3,11,14,4,0,2,2738.182
2011,3,11,14,3,0,2,2738.189
2011,3,11,14,2,0,2,2738.199
2011,3,11,14,1,0,2,2738.202
2011,3,11,14,0,0,2,2738.21
2011,3,11,14,0,0,1,2738.215
2011,3,11,13,59,0,2,2738.217
2011,3,11,13,58,0,2,2738.222
2011,3,11,13,57,0,2,2738.227
2011,3,11,13,56,0,2,2738.234
2011,3,11,13,55,0,2,2738.243
2011,3,11,13,54,0,2,2738.245
2011,3,11,13,53,0,2,2738.253
2011,3,11,13,52,0,2,2738.26
2011,3,11,13,51,0,2,2738.268
2011,3,11,13,50,0,2,2738.267
2011,3,11,13,49,0,2,2738.278
2011,3,11,13,48,0,2,2738.283
2011,3,11,13,47,0,2,2738.288
2011,3,11,13,46,0,2,2738.293
2011,3,11,13,45,0,2,2738.3
2011,3,11,13,45,0,1,2738.302
2011,3,11,13,44,0,2,2738.308
2011,3,11,13,43,0,2,2738.312
2011,3,11,13,42,0,2,2738.315
2011,3,11,13,41,0,2,2738.326
2011,3,11,13,40,0,2,2738.332
2011,3,11,13,39,0,2,2738.334
2011,3,11,13,38,0,2,2738.342
2011,3,11,13,37,0,2,2738.346
2011,3,11,13,36,0,2,2738.351
2011,3,11,13,35,0,2,2738.358
2011,3,11,13,34,0,2,2738.361
2011,3,11,13,33,0,2,2738.369
2011,3,11,13,32,0,2,2738.374
2011,3,11,13,31,0,2,2738.382
2011,3,11,13,30,0,2,2738.385
2011,3,11,13,30,0,1,2738.388
2011,3,11,13,29,0,2,2738.39
2011,3,11,13,28,0,2,2738.394
2011,3,11,13,27,0,2,2738.399
2011,3,11,13,26,0,2,2738.408
2011,3,11,13,25,0,2,2738.413
2011,3,11,13,24,0,2,2738.416
2011,3,11,13,23,0,2,2738.423
2011,3,11,13,22,0,2,2738.426
2011,3,11,13,21,0,2,2738.432
2011,3,11,13,20,0,2,2738.437
2011,3,11,13,19,0,2,2738.443
2011,3,11,13,18,0,2,2738.444
2011,3,11,13,17,0,2,2738.454
2011,3,11,13,16,0,2,2738.456
2011,3,11,13,15,0,2,2738.459
2011,3,11,13,15,0,1,2738.46
2011,3,11,13,14,0,2,2738.465
2011,3,11,13,13,0,2,2738.469
2011,3,11,13,12,0,2,2738.473
2011,3,11,13,11,0,2,2738.478
2011,3,11,13,10,0,2,2738.483
2011,3,11,13,9,0,2,2738.49
2011,3,11,13,8,0,2,2738.49
2011,3,11,13,7,0,2,2738.494
2011,3,11,13,6,0,2,2738.503
2011,3,11,13,5,0,2,2738.505
2011,3,11,13,4,0,2,2738.509
2011,3,11,13,3,0,2,2738.513
2011,3,11,13,2,0,2,2738.519
2011,3,11,13,1,0,2,2738.525
2011,3,11,13,0,0,2,2738.529
2011,3,11,13,0,0,1,2738.527
2011,3,11,12,45,0,1,2738.582
2011,3,11,12,30,0,1,2738.635
2011,3,11,12,15,0,1,2738.669
2011,3,11,12,0,0,1,2738.695
2011,3,11,11,45,0,1,2738.702
2011,3,11,11,30,0,1,2738.708
2011,3,11,11,15,0,1,2738.698
2011,3,11,11,0,0,1,2738.681
2011,3,11,10,45,0,1,2738.646
2011,3,11,10,30,0,1,2738.614
2011,3,11,10,15,0,1,2738.563
2011,3,11,10,0,0,1,2738.508
2011,3,11,9,45,0,1,2738.447
2011,3,11,9,30,0,1,2738.381
2011,3,11,9,15,0,1,2738.311
2011,3,11,9,0,0,1,2738.232
2011,3,11,8,45,0,1,2738.153
2011,3,11,8,30,0,1,2738.071
2011,3,11,8,15,0,1,2737.994
2011,3,11,8,0,0,1,2737.915
2011,3,11,7,45,0,1,2737.839
2011,3,11,7,30,0,1,2737.769
2011,3,11,7,15,0,1,2737.702
2011,3,11,7,0,0,1,2737.641
2011,3,11,6,45,0,1,2737.578
2011,3,11,6,30,0,1,2737.541
2011,3,11,6,15,0,1,2737.498
2011,3,11,6,0,0,1,2737.462
2011,3,11,5,45,0,1,2737.441
2011,3,11,5,30,0,1,2737.426
2011,3,11,5,15,0,1,2737.416
2011,3,11,5,0,0,1,2737.426
2011,3,11,4,45,0,1,2737.431
2011,3,11,4,30,0,1,2737.456
2011,3,11,4,15,0,1,2737.483
2011,3,11,4,0,0,1,2737.515
2011,3,11,3,45,0,1,2737.558
2011,3,11,3,30,0,1,2737.608
2011,3,11,3,15,0,1,2737.658
2011,3,11,3,0,0,1,2737.711
2011,3,11,2,45,0,1,2737.767
2011,3,11,2,30,0,1,2737.82
2011,3,11,2,15,0,1,2737.879
2011,3,11,2,0,0,1,2737.934
2011,3,11,1,45,0,1,2737.974
2011,3,11,1,30,0,1,2738.02
2011,3,11,1,15,0,1,2738.061
2011,3,11,1,0,0,1,2738.094
2011,3,11,0,45,0,1,2738.125
2011,3,11,0,30,0,1,2738.139
2011,3,11,0,15,0,1,2738.153
2011,3,11,0,0,0,1,2738.156
2011,3,10,23,45,0,1,2738.146
2011,3,10,23,30,0,1,2738.13
2011,3,10,23,15,0,1,2738.098
2011,3,10,23,0,0,1,2738.065
2011,3,10,22,45,0,1,2738.02
2011,3,10,22,30,0,1,2737.966
2011,3,10,22,15,0,1,2737.901
2011,3,10,22,0,0,1,2737.836
2011,3,10,21,45,0,1,2737.76
2011,3,10,21,30,0,1,2737.687
