#YY,MM,DD,hh,mm,ss,T,Water Column HEIGHT
#yr,mo,dy,hr,mn,s,-,m
2011,3,12,5,47,0,2,5824.733
2011,3,12,5,46,0,2,5824.731
2011,3,12,5,45,0,2,5824.737
2011,3,12,5,45,0,1,9999
2011,3,12,5,44,0,2,5824.736
2011,3,12,5,43,0,2,5824.737
2011,3,12,5,42,0,2,5824.748
2011,3,12,5,41,0,2,5824.75
2011,3,12,5,40,0,2,5824.746
2011,3,12,5,39,0,2,5824.735
2011,3,12,5,38,0,2,5824.729
2011,3,12,5,37,0,2,5824.716
2011,3,12,5,36,0,2,5824.706
2011,3,12,5,35,0,2,5824.708
2011,3,12,5,34,0,2,5824.706
2011,3,12,5,33,0,2,5824.71
2011,3,12,5,32,0,2,5824.717
2011,3,12,5,31,0,2,5824.717
2011,3,12,5,30,0,2,5824.722
2011,3,12,5,30,0,1,9999
2011,3,12,5,29,0,2,5824.722
2011,3,12,5,28,0,2,5824.724
2011,3,12,5,27,0,2,5824.717
2011,3,12,5,26,0,2,5824.718
2011,3,12,5,25,0,2,5824.722
2011,3,12,5,24,0,2,5824.727
2011,3,12,5,23,0,2,5824.723
2011,3,12,5,22,0,2,5824.716
2011,3,12,5,21,0,2,5824.716
2011,3,12,5,20,0,2,5824.728
2011,3,12,5,19,0,2,5824.731
2011,3,12,5,18,0,2,5824.717
2011,3,12,5,17,0,2,5824.717
2011,3,12,5,16,0,2,5824.724
2011,3,12,5,15,0,2,5824.727
2011,3,12,5,15,0,1,9999
2011,3,12,5,14,0,2,5824.72
2011,3,12,5,13,0,2,5824.72
2011,3,12,5,12,0,2,5824.728
2011,3,12,5,11,0,2,5824.724
2011,3,12,5,10,0,2,5824.72
2011,3,12,5,9,0,2,5824.722
2011,3,12,5,8,0,2,5824.725
2011,3,12,5,7,0,2,5824.737
2011,3,12,5,6,0,2,5824.751
2011,3,12,5,5,0,2,5824.761
2011,3,12,5,4,0,2,5824.756
2011,3,12,5,3,0,2,5824.756
2011,3,12,5,2,0,2,5824.755
2011,3,12,5,1,0,2,5824.753
2011,3,12,5,0,0,2,5824.74
2011,3,12,5,0,0,1,9999
2011,3,12,4,59,0,2,5824.736
2011,3,12,4,58,0,2,5824.743
2011,3,12,4,57,0,2,5824.726
2011,3,12,4,56,0,2,5824.715
2011,3,12,4,55,0,2,5824.72
2011,3,12,4,54,0,2,5824.722
2011,3,12,4,53,0,2,5824.726
2011,3,12,4,52,0,2,5824.724
2011,3,12,4,51,0,2,5824.721
2011,3,12,4,50,0,2,5824.72
2011,3,12,4,49,0,2,5824.72
2011,3,12,4,48,0,2,5824.725
2011,3,12,4,47,0,2,5824.717
2011,3,12,4,46,0,2,5824.707
2011,3,12,4,45,0,2,5824.704
2011,3,12,4,45,0,1,9999
2011,3,12,4,44,0,2,5824.7
2011,3,12,4,43,0,2,5824.696
2011,3,12,4,42,0,2,5824.708
2011,3,12,4,41,0,2,5824.71
2011,3,12,4,40,0,2,5824.711
2011,3,12,4,39,0,2,5824.703
2011,3,12,4,38,0,2,5824.697
2011,3,12,4,37,0,2,5824.696
2011,3,12,4,36,0,2,5824.701
2011,3,12,4,35,0,2,5824.712
2011,3,12,4,34,0,2,5824.715
2011,3,12,4,33,0,2,5824.714
2011,3,12,4,32,0,2,5824.725
2011,3,12,4,31,0,2,5824.73
2011,3,12,4,30,0,2,5824.72
2011,3,12,4,30,0,1,9999
2011,3,12,4,29,0,2,5824.717
2011,3,12,4,28,0,2,5824.713
2011,3,12,4,27,0,2,5824.706
2011,3,12,4,26,0,2,5824.704
2011,3,12,4,25,0,2,5824.697
2011,3,12,4,24,0,2,5824.685
2011,3,12,4,23,0,2,5824.689
2011,3,12,4,22,0,2,5824.7
2011,3,12,4,21,0,2,5824.7
2011,3,12,4,20,0,2,5824.689
2011,3,12,4,19,0,2,5824.684
2011,3,12,4,18,0,2,5824.688
2011,3,12,4,17,0,2,5824.691
2011,3,12,4,16,0,2,5824.697
2011,3,12,4,15,0,2,5824.701
2011,3,12,4,15,0,1,9999
2011,3,12,4,14,0,2,5824.704
2011,3,12,4,13,0,2,5824.709
2011,3,12,4,12,0,2,5824.704
2011,3,12,4,11,0,2,5824.716
2011,3,12,4,10,0,2,5824.724
2011,3,12,4,9,0,2,5824.72
2011,3,12,4,8,0,2,5824.729
2011,3,12,4,7,0,2,5824.729
2011,3,12,4,6,0,2,5824.736
2011,3,12,4,5,0,2,5824.743
2011,3,12,4,4,0,2,5824.736
2011,3,12,4,3,0,2,5824.744
2011,3,12,4,2,0,2,5824.745
2011,3,12,4,1,0,2,5824.745
2011,3,12,4,0,0,2,5824.743
2011,3,12,4,0,0,1,9999
2011,3,12,3,59,0,2,5824.738
2011,3,12,3,58,0,2,5824.741
2011,3,12,3,57,0,2,5824.745
2011,3,12,3,56,0,2,5824.748
2011,3,12,3,55,0,2,5824.749
2011,3,12,3,54,0,2,5824.744
2011,3,12,3,53,0,2,5824.749
2011,3,12,3,52,0,2,5824.767
2011,3,12,3,51,0,2,5824.764
2011,3,12,3,50,0,2,5824.765
2011,3,12,3,49,0,2,5824.763
2011,3,12,3,48,0,2,5824.754
2011,3,12,3,47,0,2,5824.757
2011,3,12,3,46,0,2,5824.766
2011,3,12,3,45,0,2,5824.764
2011,3,12,3,45,0,1,9999
2011,3,12,3,44,0,2,5824.757
2011,3,12,3,43,0,2,5824.752
2011,3,12,3,42,0,2,5824.742
2011,3,12,3,41,0,2,5824.739
2011,3,12,3,40,0,2,5824.745
2011,3,12,3,39,0,2,5824.746
2011,3,12,3,38,0,2,5824.741
2011,3,12,3,37,0,2,5824.74
2011,3,12,3,36,0,2,5824.752
2011,3,12,3,35,0,2,5824.76
2011,3,12,3,34,0,2,5824.76
2011,3,12,3,33,0,2,5824.767
2011,3,12,3,32,0,2,5824.755
2011,3,12,3,31,0,2,5824.755
2011,3,12,3,30,0,2,5824.761
2011,3,12,3,30,0,1,9999
2011,3,12,3,29,0,2,5824.762
2011,3,12,3,28,0,2,5824.758
2011,3,12,3,27,0,2,5824.741
2011,3,12,3,26,0,2,5824.739
2011,3,12,3,25,0,2,5824.744
2011,3,12,3,24,0,2,5824.747
2011,3,12,3,23,0,2,5824.749
2011,3,12,3,22,0,2,5824.758
2011,3,12,3,21,0,2,5824.759
2011,3,12,3,20,0,2,5824.755
2011,3,12,3,19,0,2,5824.75
2011,3,12,3,18,0,2,5824.741
2011,3,12,3,17,0,2,5824.741
2011,3,12,3,16,0,2,5824.737
2011,3,12,3,15,0,2,5824.743
2011,3,12,3,15,0,1,9999
2011,3,12,3,14,0,2,5824.755
2011,3,12,3,13,0,2,5824.755
2011,3,12,3,12,0,2,5824.751
2011,3,12,3,11,0,2,5824.755
2011,3,12,3,10,0,2,5824.759
2011,3,12,3,9,0,2,5824.768
2011,3,12,3,8,0,2,5824.774
2011,3,12,3,7,0,2,5824.774
2011,3,12,3,6,0,2,5824.786
2011,3,12,3,5,0,2,5824.782
2011,3,12,3,4,0,2,5824.782
2011,3,12,3,3,0,2,5824.792
2011,3,12,3,2,0,2,5824.785
2011,3,12,3,1,0,2,5824.774
2011,3,12,3,0,0,2,5824.775
2011,3,12,3,0,0,1,9999
2011,3,12,2,59,0,2,5824.783
2011,3,12,2,58,0,2,5824.794
2011,3,12,2,57,0,2,5824.79
2011,3,12,2,56,0,2,5824.77
2011,3,12,2,55,0,2,5824.769
2011,3,12,2,54,0,2,5824.778
2011,3,12,2,53,0,2,5824.772
2011,3,12,2,52,0,2,5824.778
2011,3,12,2,51,0,2,5824.782
2011,3,12,2,50,0,2,5824.776
2011,3,12,2,49,0,2,5824.764
2011,3,12,2,48,0,2,5824.768
2011,3,12,2,47,0,2,5824.777
2011,3,12,2,46,0,2,5824.777
2011,3,12,2,45,0,2,5824.762
2011,3,12,2,45,0,1,9999
2011,3,12,2,44,0,2,5824.761
2011,3,12,2,43,0,2,5824.777
2011,3,12,2,42,0,2,5824.782
2011,3,12,2,41,0,2,5824.786
2011,3,12,2,40,0,2,5824.794
2011,3,12,2,39,0,2,5824.8
2011,3,12,2,38,0,2,5824.803
2011,3,12,2,37,0,2,5824.807
2011,3,12,2,36,0,2,5824.81
2011,3,12,2,35,0,2,5824.817
2011,3,12,2,34,0,2,5824.83
2011,3,12,2,33,0,2,5824.832
2011,3,12,2,32,0,2,5824.822
2011,3,12,2,31,0,2,5824.81
2011,3,12,2,30,0,2,5824.814
2011,3,12,2,30,0,1,9999
2011,3,12,2,29,0,2,5824.834
2011,3,12,2,28,0,2,5824.839
2011,3,12,2,27,0,2,5824.847
2011,3,12,2,26,0,2,5824.858
2011,3,12,2,25,0,2,5824.853
2011,3,12,2,24,0,2,5824.85
2011,3,12,2,23,0,2,5824.85
2011,3,12,2,22,0,2,5824.841
2011,3,12,2,21,0,2,5824.829
2011,3,12,2,20,0,2,5824.825
2011,3,12,2,19,0,2,5824.816
2011,3,12,2,18,0,2,5824.808
2011,3,12,2,17,0,2,5824.814
2011,3,12,2,16,0,2,5824.814
2011,3,12,2,15,0,2,5824.828
2011,3,12,2,15,0,1,9999
2011,3,12,2,14,0,2,5824.826
2011,3,12,2,13,0,2,5824.831
2011,3,12,2,12,0,2,5824.824
2011,3,12,2,11,0,2,5824.839
2011,3,12,2,10,0,2,5824.84
2011,3,12,2,9,0,2,5824.856
2011,3,12,2,8,0,2,5824.849
2011,3,12,2,7,0,2,5824.84
2011,3,12,2,6,0,2,5824.842
2011,3,12,2,5,0,2,5824.857
2011,3,12,2,4,0,2,5824.853
2011,3,12,2,3,0,2,5824.843
2011,3,12,2,2,0,2,5824.856
2011,3,12,2,1,0,2,5824.861
2011,3,12,2,0,0,2,5824.873
2011,3,12,2,0,0,1,9999
2011,3,12,1,59,45,2,5824.887
2011,3,12,1,59,0,2,5824.887
2011,3,12,1,58,45,2,5824.874
2011,3,12,1,58,0,2,5824.874
2011,3,12,1,57,45,2,5824.88
2011,3,12,1,57,0,2,5824.88
2011,3,12,1,56,45,2,5824.889
2011,3,12,1,56,0,2,5824.889
2011,3,12,1,55,45,2,5824.884
2011,3,12,1,55,0,2,5824.884
2011,3,12,1,54,45,2,5824.889
2011,3,12,1,54,0,2,5824.889
2011,3,12,1,53,45,2,5824.883
2011,3,12,1,53,0,2,5824.883
2011,3,12,1,52,45,2,5824.879
2011,3,12,1,52,0,2,5824.879
2011,3,12,1,51,45,2,5824.889
2011,3,12,1,51,0,2,5824.889
2011,3,12,1,50,45,2,5824.89
2011,3,12,1,50,0,2,5824.89
2011,3,12,1,49,45,2,5824.896
2011,3,12,1,49,0,2,5824.896
2011,3,12,1,48,45,2,5824.891
2011,3,12,1,48,0,2,5824.891
2011,3,12,1,47,45,2,5824.861
2011,3,12,1,47,0,2,5824.861
2011,3,12,1,46,45,2,5824.855
2011,3,12,1,46,0,2,5824.855
2011,3,12,1,45,45,2,5824.863
2011,3,12,1,45,0,2,5824.863
2011,3,12,1,45,0,1,9999
2011,3,12,1,44,45,2,5824.881
2011,3,12,1,44,0,2,5824.881
2011,3,12,1,43,45,2,5824.886
2011,3,12,1,43,0,2,5824.886
2011,3,12,1,42,45,2,5824.88
2011,3,12,1,42,0,2,5824.88
2011,3,12,1,41,45,2,5824.884
2011,3,12,1,41,0,2,5824.884
2011,3,12,1,40,45,2,5824.878
2011,3,12,1,40,0,2,5824.878
2011,3,12,1,39,45,2,5824.88
2011,3,12,1,39,0,2,5824.88
2011,3,12,1,38,45,2,5824.88
2011,3,12,1,38,0,2,5824.88
2011,3,12,1,37,45,2,5824.876
2011,3,12,1,37,0,2,5824.876
2011,3,12,1,36,45,2,5824.883
2011,3,12,1,36,0,2,5824.883
2011,3,12,1,35,45,2,5824.896
2011,3,12,1,35,0,2,5824.896
2011,3,12,1,34,45,2,5824.894
2011,3,12,1,34,0,2,5824.894
2011,3,12,1,33,45,2,5824.889
2011,3,12,1,33,0,2,5824.889
2011,3,12,1,32,45,2,5824.887
2011,3,12,1,32,0,2,5824.887
2011,3,12,1,31,45,2,5824.905
2011,3,12,1,31,0,2,5824.905
2011,3,12,1,30,45,2,5824.902
2011,3,12,1,30,0,2,5824.902
2011,3,12,1,30,0,1,9999
2011,3,12,1,29,45,2,5824.876
2011,3,12,1,29,0,2,5824.876
2011,3,12,1,28,45,2,5824.893
2011,3,12,1,28,0,2,5824.893
2011,3,12,1,27,45,2,5824.907
2011,3,12,1,27,0,2,5824.907
2011,3,12,1,26,45,2,5824.914
2011,3,12,1,26,0,2,5824.914
2011,3,12,1,25,45,2,5824.929
2011,3,12,1,25,0,2,5824.929
2011,3,12,1,24,45,2,5824.937
2011,3,12,1,24,0,2,5824.937
2011,3,12,1,23,45,2,5824.936
2011,3,12,1,23,0,2,5824.936
2011,3,12,1,22,45,2,5824.933
2011,3,12,1,22,0,2,5824.933
2011,3,12,1,21,45,2,5824.932
2011,3,12,1,21,0,2,5824.932
2011,3,12,1,20,45,2,5824.937
2011,3,12,1,20,0,2,5824.937
2011,3,12,1,19,45,2,5824.95
2011,3,12,1,19,0,2,5824.95
2011,3,12,1,18,45,2,5824.951
2011,3,12,1,18,0,2,5824.951
2011,3,12,1,17,45,2,5824.946
2011,3,12,1,17,0,2,5824.946
2011,3,12,1,16,45,2,5824.951
2011,3,12,1,16,0,2,5824.951
2011,3,12,1,15,45,2,5824.95
2011,3,12,1,15,0,2,5824.95
2011,3,12,1,15,0,1,9999
2011,3,12,1,14,45,2,5824.927
2011,3,12,1,14,0,2,5824.927
2011,3,12,1,13,45,2,5824.923
2011,3,12,1,13,0,2,5824.923
2011,3,12,1,12,45,2,5824.925
2011,3,12,1,12,0,2,5824.925
2011,3,12,1,11,45,2,5824.922
2011,3,12,1,11,0,2,5824.922
2011,3,12,1,10,45,2,5824.934
2011,3,12,1,10,0,2,5824.934
2011,3,12,1,9,45,2,5824.929
2011,3,12,1,9,0,2,5824.929
2011,3,12,1,8,45,2,5824.931
2011,3,12,1,8,0,2,5824.931
2011,3,12,1,7,45,2,5824.935
2011,3,12,1,7,0,2,5824.935
2011,3,12,1,6,45,2,5824.945
2011,3,12,1,6,0,2,5824.945
2011,3,12,1,5,45,2,5824.958
2011,3,12,1,5,0,2,5824.958
2011,3,12,1,4,45,2,5824.971
2011,3,12,1,4,0,2,5824.971
2011,3,12,1,3,45,2,5824.967
2011,3,12,1,3,0,2,5824.967
2011,3,12,1,2,45,2,5824.96
2011,3,12,1,2,0,2,5824.96
2011,3,12,1,1,45,2,5824.967
2011,3,12,1,1,0,2,5824.967
2011,3,12,1,0,45,2,5824.961
2011,3,12,1,0,0,2,5824.961
2011,3,12,1,0,0,1,9999
2011,3,12,0,59,45,2,5824.96
2011,3,12,0,59,0,2,5824.96
2011,3,12,0,58,45,2,5824.963
2011,3,12,0,58,0,2,5824.963
2011,3,12,0,57,45,2,5824.962
2011,3,12,0,57,0,2,5824.962
2011,3,12,0,56,45,2,5824.952
2011,3,12,0,56,0,2,5824.952
2011,3,12,0,55,45,2,5824.949
2011,3,12,0,55,0,2,5824.949
2011,3,12,0,54,45,2,5824.952
2011,3,12,0,54,0,2,5824.952
2011,3,12,0,53,45,2,5824.946
2011,3,12,0,53,0,2,5824.946
2011,3,12,0,52,45,2,5824.95
2011,3,12,0,52,0,2,5824.95
2011,3,12,0,51,45,2,5824.947
2011,3,12,0,51,0,2,5824.947
2011,3,12,0,50,45,2,5824.942
2011,3,12,0,50,0,2,5824.942
2011,3,12,0,49,45,2,5824.956
2011,3,12,0,49,0,2,5824.956
2011,3,12,0,48,45,2,5824.968
2011,3,12,0,48,0,2,5824.968
2011,3,12,0,47,45,2,5824.966
2011,3,12,0,47,0,2,5824.966
2011,3,12,0,46,45,2,5824.972
2011,3,12,0,46,0,2,5824.972
2011,3,12,0,45,45,2,5824.974
2011,3,12,0,45,0,2,5824.974
2011,3,12,0,45,0,1,9999
2011,3,12,0,44,45,2,5824.972
2011,3,12,0,44,0,2,5824.972
2011,3,12,0,43,45,2,5824.977
2011,3,12,0,43,0,2,5824.977
2011,3,12,0,42,45,2,5824.99
2011,3,12,0,42,0,2,5824.99
2011,3,12,0,41,45,2,5824.994
2011,3,12,0,41,0,2,5824.994
2011,3,12,0,40,45,2,5824.985
2011,3,12,0,40,0,2,5824.985
2011,3,12,0,39,45,2,5824.977
2011,3,12,0,39,0,2,5824.977
2011,3,12,0,38,45,2,5824.975
2011,3,12,0,38,0,2,5824.975
2011,3,12,0,37,45,2,5824.979
2011,3,12,0,37,0,2,5824.979
2011,3,12,0,36,45,2,5824.979
2011,3,12,0,36,0,2,5824.979
2011,3,12,0,35,45,2,5824.98
2011,3,12,0,35,0,2,5824.98
2011,3,12,0,34,45,2,5824.987
2011,3,12,0,34,0,2,5824.987
2011,3,12,0,33,45,2,5824.986
2011,3,12,0,33,0,2,5824.986
2011,3,12,0,32,45,2,5824.988
2011,3,12,0,32,0,2,5824.988
2011,3,12,0,31,45,2,5824.981
2011,3,12,0,31,0,2,5824.981
2011,3,12,0,30,45,2,5824.971
2011,3,12,0,30,0,2,5824.971
2011,3,12,0,30,0,1,9999
2011,3,12,0,29,45,2,5824.97
2011,3,12,0,29,0,2,5824.97
2011,3,12,0,28,45,2,5824.985
2011,3,12,0,28,0,2,5824.985
2011,3,12,0,27,45,2,5824.983
2011,3,12,0,27,0,2,5824.983
2011,3,12,0,26,45,2,5824.987
2011,3,12,0,26,0,2,5824.987
2011,3,12,0,25,45,2,5824.994
2011,3,12,0,25,0,2,5824.994
2011,3,12,0,24,45,2,5824.995
2011,3,12,0,24,0,2,5824.995
2011,3,12,0,23,45,2,5825.006
2011,3,12,0,23,0,2,5825.006
2011,3,12,0,22,45,2,5825.011
2011,3,12,0,22,0,2,5825.011
2011,3,12,0,21,45,2,5825.012
2011,3,12,0,21,0,2,5825.012
2011,3,12,0,20,45,2,5825.016
2011,3,12,0,20,0,2,5825.016
2011,3,12,0,19,45,2,5825.025
2011,3,12,0,19,0,2,5825.025
2011,3,12,0,18,45,2,5825.025
2011,3,12,0,18,0,2,5825.025
2011,3,12,0,17,45,2,5825.042
2011,3,12,0,17,0,2,5825.042
2011,3,12,0,16,45,2,5825.026
2011,3,12,0,16,0,2,5825.026
2011,3,12,0,15,45,2,5825.012
2011,3,12,0,15,0,2,5825.012
2011,3,12,0,15,0,1,9999
2011,3,12,0,14,45,2,5825.035
2011,3,12,0,14,0,2,5825.035
2011,3,12,0,13,45,2,5825.046
2011,3,12,0,13,0,2,5825.046
2011,3,12,0,12,45,2,5825.047
2011,3,12,0,12,0,2,5825.047
2011,3,12,0,11,45,2,5825.05
2011,3,12,0,11,0,2,5825.05
2011,3,12,0,10,45,2,5825.048
2011,3,12,0,10,0,2,5825.048
2011,3,12,0,9,45,2,5825.045
2011,3,12,0,9,0,2,5825.045
2011,3,12,0,8,45,2,5825.046
2011,3,12,0,8,0,2,5825.046
2011,3,12,0,7,45,2,5825.062
2011,3,12,0,7,0,2,5825.062
2011,3,12,0,6,45,2,5825.071
2011,3,12,0,6,0,2,5825.071
2011,3,12,0,5,45,2,5825.067
2011,3,12,0,5,0,2,5825.067
2011,3,12,0,4,45,2,5825.058
2011,3,12,0,4,0,2,5825.058
2011,3,12,0,3,45,2,5825.063
2011,3,12,0,3,0,2,5825.063
2011,3,12,0,2,45,2,5825.066
2011,3,12,0,2,0,2,5825.066
2011,3,12,0,1,45,2,5825.071
2011,3,12,0,1,0,2,5825.071
2011,3,12,0,0,45,2,5825.058
2011,3,12,0,0,0,2,5825.058
2011,3,12,0,0,0,1,9999
2011,3,11,23,59,0,2,5825.049
2011,3,11,23,58,0,2,5825.055
2011,3,11,23,57,0,2,5825.068
2011,3,11,23,56,0,2,5825.072
2011,3,11,23,55,0,2,5825.067
2011,3,11,23,54,0,2,5825.088
2011,3,11,23,53,0,2,5825.097
2011,3,11,23,52,0,2,5825.104
2011,3,11,23,51,0,2,5825.094
2011,3,11,23,50,0,2,5825.103
2011,3,11,23,49,0,2,5825.114
2011,3,11,23,48,0,2,5825.098
2011,3,11,23,47,0,2,5825.089
2011,3,11,23,46,0,2,5825.096
2011,3,11,23,45,0,2,5825.082
2011,3,11,23,45,0,1,9999
2011,3,11,23,44,0,2,5825.07
2011,3,11,23,43,0,2,5825.063
2011,3,11,23,42,0,2,5825.06
2011,3,11,23,41,0,2,5825.068
2011,3,11,23,40,0,2,5825.063
2011,3,11,23,39,0,2,5825.067
2011,3,11,23,38,0,2,5825.073
2011,3,11,23,37,0,2,5825.069
2011,3,11,23,36,0,2,5825.074
2011,3,11,23,35,0,2,5825.08
2011,3,11,23,34,0,2,5825.09
2011,3,11,23,33,0,2,5825.087
2011,3,11,23,32,0,2,5825.1
2011,3,11,23,31,0,2,5825.104
2011,3,11,23,30,0,2,5825.087
2011,3,11,23,30,0,1,9999
2011,3,11,23,29,0,2,5825.078
2011,3,11,23,28,0,2,5825.073
2011,3,11,23,27,0,2,5825.07
2011,3,11,23,26,0,2,5825.068
2011,3,11,23,25,0,2,5825.062
2011,3,11,23,24,0,2,5825.076
2011,3,11,23,23,0,2,5825.093
2011,3,11,23,22,0,2,5825.088
2011,3,11,23,21,0,2,5825.084
2011,3,11,23,20,0,2,5825.09
2011,3,11,23,19,0,2,5825.104
2011,3,11,23,18,0,2,5825.112
2011,3,11,23,17,0,2,5825.109
2011,3,11,23,16,0,2,5825.107
2011,3,11,23,15,0,2,5825.124
2011,3,11,23,15,0,1,9999
2011,3,11,23,14,0,2,5825.127
2011,3,11,23,13,0,2,5825.116
2011,3,11,23,12,0,2,5825.13
2011,3,11,23,11,0,2,5825.149
2011,3,11,23,10,0,2,5825.152
2011,3,11,23,9,0,2,5825.15
2011,3,11,23,8,0,2,5825.146
2011,3,11,23,7,0,2,5825.149
2011,3,11,23,6,0,2,5825.137
2011,3,11,23,5,0,2,5825.112
2011,3,11,23,4,0,2,5825.103
2011,3,11,23,3,0,2,5825.121
2011,3,11,23,2,0,2,5825.148
2011,3,11,23,1,0,2,5825.14
2011,3,11,23,0,0,2,5825.133
2011,3,11,23,0,0,1,9999
2011,3,11,22,59,0,2,5825.148
2011,3,11,22,58,0,2,5825.142
2011,3,11,22,57,0,2,5825.145
2011,3,11,22,56,0,2,5825.146
2011,3,11,22,55,0,2,5825.146
2011,3,11,22,54,0,2,5825.155
2011,3,11,22,53,0,2,5825.153
2011,3,11,22,52,0,2,5825.148
2011,3,11,22,51,0,2,5825.154
2011,3,11,22,50,0,2,5825.151
2011,3,11,22,49,0,2,5825.151
2011,3,11,22,48,0,2,5825.154
2011,3,11,22,47,0,2,5825.161
2011,3,11,22,46,0,2,5825.165
2011,3,11,22,45,0,2,5825.15
2011,3,11,22,45,0,1,9999
2011,3,11,22,44,0,2,5825.134
2011,3,11,22,43,0,2,5825.125
2011,3,11,22,42,0,2,5825.128
2011,3,11,22,41,0,2,5825.124
2011,3,11,22,40,0,2,5825.129
2011,3,11,22,39,0,2,5825.13
2011,3,11,22,38,0,2,5825.133
2011,3,11,22,37,0,2,5825.135
2011,3,11,22,36,0,2,5825.128
2011,3,11,22,35,0,2,5825.133
2011,3,11,22,34,0,2,5825.15
2011,3,11,22,33,0,2,5825.168
2011,3,11,22,32,0,2,5825.182
2011,3,11,22,31,0,2,5825.177
2011,3,11,22,30,0,2,5825.177
2011,3,11,22,30,0,1,9999
2011,3,11,22,29,0,2,5825.171
2011,3,11,22,28,0,2,5825.161
2011,3,11,22,27,0,2,5825.156
2011,3,11,22,26,0,2,5825.159
2011,3,11,22,25,0,2,5825.162
2011,3,11,22,24,0,2,5825.159
2011,3,11,22,23,0,2,5825.149
2011,3,11,22,22,0,2,5825.154
2011,3,11,22,21,0,2,5825.164
2011,3,11,22,20,0,2,5825.164
2011,3,11,22,19,0,2,5825.15
2011,3,11,22,18,0,2,5825.17
2011,3,11,22,17,0,2,5825.186
2011,3,11,22,16,0,2,5825.183
2011,3,11,22,15,0,2,5825.198
2011,3,11,22,15,0,1,9999
2011,3,11,22,14,0,2,5825.211
2011,3,11,22,13,0,2,5825.218
2011,3,11,22,12,0,2,5825.209
2011,3,11,22,11,0,2,5825.206
2011,3,11,22,10,0,2,5825.22
2011,3,11,22,9,0,2,5825.231
2011,3,11,22,8,0,2,5825.234
2011,3,11,22,7,0,2,5825.228
2011,3,11,22,6,0,2,5825.208
2011,3,11,22,5,0,2,5825.191
2011,3,11,22,4,0,2,5825.184
2011,3,11,22,3,0,2,5825.173
2011,3,11,22,2,0,2,5825.17
2011,3,11,22,1,0,2,5825.155
2011,3,11,22,0,0,2,5825.137
2011,3,11,22,0,0,1,9999
2011,3,11,21,59,0,2,5825.138
2011,3,11,21,58,0,2,5825.141
2011,3,11,21,57,0,2,5825.144
2011,3,11,21,56,0,2,5825.15
2011,3,11,21,55,0,2,5825.179
2011,3,11,21,54,0,2,5825.203
2011,3,11,21,53,0,2,5825.191
2011,3,11,21,52,0,2,5825.196
2011,3,11,21,51,0,2,5825.21
2011,3,11,21,50,0,2,5825.203
2011,3,11,21,49,0,2,5825.212
2011,3,11,21,48,0,2,5825.213
2011,3,11,21,47,0,2,5825.2
2011,3,11,21,46,0,2,5825.215
2011,3,11,21,45,0,2,5825.226
2011,3,11,21,45,0,1,9999
2011,3,11,21,44,0,2,5825.227
2011,3,11,21,43,0,2,5825.236
2011,3,11,21,42,0,2,5825.243
2011,3,11,21,41,0,2,5825.236
2011,3,11,21,40,0,2,5825.23
2011,3,11,21,39,0,2,5825.22
2011,3,11,21,38,0,2,5825.226
2011,3,11,21,37,0,2,5825.226
2011,3,11,21,36,0,2,5825.205
2011,3,11,21,35,0,2,5825.224
2011,3,11,21,34,0,2,5825.232
2011,3,11,21,33,0,2,5825.229
2011,3,11,21,32,0,2,5825.23
2011,3,11,21,31,0,2,5825.225
2011,3,11,21,30,0,2,5825.23
2011,3,11,21,30,0,1,9999
2011,3,11,21,29,0,2,5825.226
2011,3,11,21,28,0,2,5825.201
2011,3,11,21,27,0,2,5825.201
2011,3,11,21,26,0,2,5825.218
2011,3,11,21,25,0,2,5825.206
2011,3,11,21,24,0,2,5825.205
2011,3,11,21,23,0,2,5825.216
2011,3,11,21,22,0,2,5825.21
2011,3,11,21,21,0,2,5825.206
2011,3,11,21,20,0,2,5825.204
2011,3,11,21,19,0,2,5825.207
2011,3,11,21,18,0,2,5825.214
2011,3,11,21,17,0,2,5825.209
2011,3,11,21,16,0,2,5825.211
2011,3,11,21,15,0,2,5825.2
2011,3,11,21,15,0,1,9999
2011,3,11,21,14,0,2,5825.186
2011,3,11,21,13,0,2,5825.194
2011,3,11,21,12,0,2,5825.187
2011,3,11,21,11,0,2,5825.17
2011,3,11,21,10,0,2,5825.178
2011,3,11,21,9,0,2,5825.194
2011,3,11,21,8,0,2,5825.205
2011,3,11,21,7,0,2,5825.201
2011,3,11,21,6,0,2,5825.209
2011,3,11,21,5,0,2,5825.214
2011,3,11,21,4,0,2,5825.223
2011,3,11,21,3,0,2,5825.22
2011,3,11,21,2,0,2,5825.217
2011,3,11,21,1,0,2,5825.229
2011,3,11,21,0,0,2,5825.228
2011,3,11,21,0,0,1,9999
2011,3,11,20,59,0,2,5825.224
2011,3,11,20,58,0,2,5825.233
2011,3,11,20,57,0,2,5825.239
2011,3,11,20,56,0,2,5825.21
2011,3,11,20,55,0,2,5825.196
2011,3,11,20,54,0,2,5825.194
2011,3,11,20,53,0,2,5825.181
2011,3,11,20,52,0,2,5825.186
2011,3,11,20,51,0,2,5825.182
2011,3,11,20,50,0,2,5825.193
2011,3,11,20,49,0,2,5825.193
2011,3,11,20,48,0,2,5825.191
2011,3,11,20,47,0,2,5825.212
2011,3,11,20,46,0,2,5825.219
2011,3,11,20,45,0,2,5825.216
2011,3,11,20,45,0,1,9999
2011,3,11,20,44,0,2,5825.207
